"Incident Date",State,"City Or County",Address,"# Killed","# Injured",Operations
"July 27, 2016",Florida,"Fort Lauderdale (Dania Beach)","W Dania Beach Blvd and SW 8th Ave",2,1,N/A
"July 26, 2016",Texas,Waco,"1700 block of Dallas St.",0,2,N/A
"July 26, 2016",California,Sacramento,"Fruitridge Road and Lawrence Drive",0,1,N/A
"July 25, 2016","New York",Dunkirk,"544 South Roberts Road",0,1,N/A
"July 25, 2016",Missouri,Ava,"507 Northeast 3rd Street",1,1,N/A
"July 24, 2016",Mississippi,Meridian,"107 71st Pl",0,1,N/A
"July 23, 2016",Michigan,"Muskegon (Muskegon Heights)","2500 block of Reynolds Street",0,1,N/A
"July 23, 2016",Florida,Miami,"3600 block of Northwest Second Street",2,1,N/A
"July 23, 2016",Texas,Bastrop,"202 Childers Drive",4,1,N/A
"July 22, 2016",California,Fresno,"East Saginaw Way and North Thorne Avenue",0,1,N/A
"July 20, 2016",Texas,"Texas City",N/A,0,1,N/A
"July 19, 2016",Illinois,"Chicago (Englewood)","6000 block of South Paulina Road",0,1,N/A
"July 18, 2016","North Carolina",Wilmington,"Seventh and Queen Streets",0,2,N/A
"July 17, 2016",Michigan,Detroit,"6000 block of Crane Street",0,1,N/A
"July 17, 2016",Ohio,Columbus,"2600 block of Kenview Road South",1,1,N/A
"July 16, 2016","New York",Yonkers,"175 Willow Street",0,2,N/A
"July 16, 2016",Texas,Lubbock,"2100 block of E 30th Street",0,3,N/A
"July 15, 2016",Ohio,Cleveland,"4100 block of East 146th Street",0,1,N/A
"July 14, 2016","North Carolina",Durham,"800 block of Underwood Avenue",0,1,N/A
"July 13, 2016",Ohio,Cincinnati,"5300 block of Whetsel Avenue",0,2,N/A
"July 11, 2016",Washington,Seattle,"7060 E Marginal Way S",0,1,N/A
"July 11, 2016",Kansas,Wichita,"Harry and Volutsia",0,3,N/A
"July 10, 2016",Florida,"Panama City","1722 West 17th Street",0,1,N/A
"July 10, 2016","North Carolina",Greenville,"503-B Battle Street",0,1,N/A
"July 8, 2016",Virginia,Norfolk,"Holt Street",0,1,N/A
"July 8, 2016",Minnesota,Minneapolis,"Lowry Avenue N. and Penn Avenue N.",1,1,N/A
"July 7, 2016",Virginia,Norfolk,"1100 block of Holt Street",0,1,N/A
"July 6, 2016",Illinois,"Chicago (Englewood)","5700 block of South Morgan",0,1,N/A
"July 6, 2016","North Carolina",Fayetteville,"3400 block of Cumberland Road",2,1,N/A
"July 5, 2016",Michigan,Detroit,"12800 block of Harper",0,1,N/A
"July 4, 2016",Oklahoma,Tulsa,"1875 S. Boulder Ave",0,2,N/A
"July 4, 2016",Illinois,"Chicago (Englewood)","5500 block of South Hermitage Avenue",0,4,N/A
"July 4, 2016",Ohio,Cleveland,"1400 block of W. 107 Street",0,4,N/A
"July 4, 2016",Illinois,Chicago,"2000 block of South Western Avenue",0,1,N/A
"July 4, 2016",Texas,Houston,"1300 block of Robin",3,2,N/A
"July 4, 2016",Michigan,Detroit,N/A,0,1,N/A
"July 4, 2016",Arizona,Phoenix,"4000 block of West Southern Avenue",2,6,N/A
"July 4, 2016",Michigan,Detroit,N/A,0,1,N/A
"July 3, 2016",Tennessee,Chattanooga,"2300 block of Daisy Street",0,4,N/A
"July 2, 2016",Indiana,Indianapolis,"2300 block of Magnolia Place",2,1,N/A
"July 1, 2016",Missouri,"Saint Louis","4700 block of Kossuth Avenue",0,2,N/A
"June 30, 2016",Michigan,"Grand Rapids","Leonard Street and Houseman Avenue",0,2,N/A
"June 29, 2016",Wisconsin,Milwaukee,"3800 block of W. Fairmount Ave.",0,2,N/A
"June 29, 2016",Georgia,Columbus,"215 4th St.",0,1,N/A
"June 29, 2016","New York",Buffalo,"Humason Avenue",0,2,N/A
"June 29, 2016",Idaho,Nampa,"5875 E Franklin Rd",0,1,N/A
"June 28, 2016",Illinois,Chicago,"6400 block of South King Drive",0,2,N/A
"June 26, 2016",Texas,Houston,"6000 block of Elm Street",1,3,N/A
"June 26, 2016","North Carolina",Henderson,N/A,0,2,N/A
"June 25, 2016",Ohio,Cleveland,"3578 W 120th Street",0,1,N/A
"June 24, 2016",Arizona,Williams,"233 North Grand Canyon Boulevard",0,1,N/A
"June 21, 2016",Florida,"Altamonte Springs","Terrace Lane",0,3,N/A
"June 19, 2016",Missouri,"Kansas City","35th Street and Norton Avenue",0,1,N/A
"June 19, 2016",Arkansas,"Cotton Plant",N/A,0,1,N/A
"June 19, 2016",Illinois,Chicago,"6100 block of South Kimbark Avenue",0,1,N/A
"June 18, 2016",Missouri,"Saint Louis","E. Grand and Blair",0,1,N/A
"June 17, 2016",Arkansas,Texarkana,"6000 block of Summerwood Lane",0,1,N/A
"June 15, 2016",Mississippi,Meridian,"45th Ave. and 3rd Street",0,1,N/A
"June 14, 2016",California,Manteca,"300 block of Lincoln Court",0,1,N/A
"June 14, 2016",Missouri,"Saint Louis","Kingshighway and Lillian",0,1,N/A
"June 13, 2016",Illinois,Peoria,"1400 block of South Arago Street",0,1,N/A
"June 10, 2016",California,"Los Angeles (Boyle Heights)","Chicago Street and Rogers Avenue",0,1,N/A
"June 10, 2016",Illinois,Chicago,"6700 block of South Artesian",0,2,N/A
"June 9, 2016",Massachusetts,Springfield,"Belmont and Euclid Avenue",0,2,N/A
"June 9, 2016",Tennessee,Memphis,"500 block of Jacklyn Avenue",0,1,N/A
"June 8, 2016",Georgia,Augusta,"3600 block of Old McDuffie Road",0,1,N/A
"June 7, 2016",Tennessee,Lawrenceburg,N/A,0,1,N/A
"June 7, 2016",Pennsylvania,Chester,"400 block of Whittington Place",0,1,N/A
"June 7, 2016",Illinois,"North Chicago","13th Street and Victoria Avenue",0,2,N/A
"June 7, 2016",Kansas,Wichita,"700 block of S Fountain",0,1,N/A
"June 7, 2016",Michigan,Redford,"Winston Street",0,1,N/A
"June 7, 2016",Michigan,"Redford Twp (Redford Charter Township)","15000 block of Winston",0,1,N/A
"June 7, 2016",Oregon,Glide,"Idleyld Park",0,1,N/A
"June 6, 2016",Arkansas,"Little Rock","6900 Cantrell Road",1,2,N/A
"June 6, 2016",Illinois,Chicago,"2100 block of North Bingham Street",0,1,N/A
"June 5, 2016",Florida,"Cape Coral","2600 block of Skyline Boulevard S",3,3,N/A
"June 5, 2016",Missouri,Florissant,"4200 block of Cloverfield Trail",0,1,N/A
"June 4, 2016",Alabama,Eufaula,"600 block of Stevens St",1,3,N/A
"May 29, 2016",Ohio,Sandusky,"219 Center Street",0,1,N/A
"May 28, 2016",Texas,Lubbock,"300 block of Waco",0,2,N/A
"May 27, 2016",Ohio,Cleveland,"1700 block of North Taylor Road",0,2,N/A
"May 26, 2016",Georgia,Atlanta,"500 Park Valley Dr NW",0,2,N/A
"May 23, 2016","North Carolina",Shelby,"Toms Street",0,1,N/A
"May 22, 2016",Alabama,Birmingham,"Five Mile Road",0,2,N/A
"May 21, 2016",Colorado,Denver,"1800 block of West Mississippi Avenue",0,1,N/A
"May 18, 2016",Texas,Houston,"9560 Deering Drive",0,3,N/A
"May 17, 2016",Texas,Beaumont,"Pipkin Street",0,1,N/A
"May 15, 2016",Tennessee,Memphis,"1400 block of Dewees Drive",0,1,N/A
"May 14, 2016","District of Columbia",Washington,"2525 12th Pl SE",0,1,N/A
"May 14, 2016",Louisiana,"Baton Rouge","4000 block of Denham Street",0,1,N/A
"May 14, 2016",Florida,"Avon Park","Fred Connor Street",0,2,N/A
"May 13, 2016",Ohio,Cleveland,"7900 block of Golden Avenue",0,1,N/A
"May 12, 2016","North Carolina",Asheville,"Ira Jones School Road and Otarri Road",1,1,N/A
"May 11, 2016","South Carolina",Columbia,"4300 block of Mellowood Dr",0,1,N/A
"May 11, 2016",Alabama,Birmingham,"1400 block of 21st Street N",1,4,N/A
"May 11, 2016",Ohio,Columbus,"East 13th Avenue",0,1,N/A
"May 10, 2016",Georgia,Decatur,"3841 Kensington Road",0,3,N/A
"May 8, 2016",Michigan,Detroit,"17600 block of Faust",0,1,N/A
"May 7, 2016",Tennessee,Smyrna,"4000 block of Snowbird Drive",0,1,N/A
"May 5, 2016",Minnesota,Minneapolis,"1600 block of Plymouth Avenue",0,1,N/A
"May 5, 2016",Nevada,"North Las Vegas","3901 North Martin Luther King  Boulevard",2,2,N/A
"May 4, 2016",Alabama,"Mount Vernon","2300 block of Red Fox Road",0,2,N/A
"May 3, 2016",Florida,Orlando,"1300 block of 22nd Street",0,1,N/A
"May 2, 2016",Missouri,"Saint Louis (St Louis)","I-70 and Grand Ave",0,1,N/A
"April 29, 2016",Georgia,Augusta,"3904  Wrightsboro Road",0,1,N/A
"April 29, 2016",Georgia,Savannah,"12000 block of Middleground Road",0,1,N/A
"April 29, 2016",Missouri,"Saint Louis (Ferguson)","400 block of Dade Ave",0,4,N/A
"April 29, 2016",Tennessee,Lebanon,"300 block of Dandelion Drive",0,1,N/A
"April 28, 2016","New Mexico","Rio Rancho","21st Street",0,1,N/A
"April 27, 2016",Nebraska,Omaha,"7441 N. 34th Street",0,1,N/A
"April 27, 2016",Michigan,Gladwin,N/A,0,1,N/A
"April 27, 2016",Arizona,Tucson,"Campbell Ave. and Bilby Road",0,1,N/A
"April 25, 2016",Georgia,"Saint Marys","100 Mary Powell Dr R155",1,1,N/A
"April 23, 2016",Missouri,"Kansas City","51st Street and Walrond Avenue",0,1,N/A
"April 23, 2016",Michigan,Detroit,"18300 block of Monica",1,1,N/A
"April 20, 2016",Nevada,"Las Vegas","Spring Mountain Road and Decatur Boulevard",0,1,N/A
"April 20, 2016",Illinois,Chicago,"1500 block of South Trumbull",0,1,N/A
"April 18, 2016",Wisconsin,Milwaukee,"300 block of North Richards Street",0,2,N/A
"April 17, 2016",Tennessee,Memphis,"McLemore Avenue and Third Street",0,1,N/A
"April 17, 2016",Michigan,Flint,"1900 block of Greenbrook Lane",0,2,N/A
"April 17, 2016","North Carolina","Lewiston Woodville (Lewiston)",N/A,0,1,N/A
"April 17, 2016",California,Lodi,"400 block of North Church Street",0,1,N/A
"April 16, 2016",Missouri,"Saint Louis","5400 block of Oriole",0,1,N/A
"April 15, 2016",Illinois,Chicago,"5400 block of West LeMoyne Avenue",0,1,N/A
"April 14, 2016",Mississippi,Meridian,"351 60th Avenue",0,2,N/A
"April 13, 2016",Mississippi,Jackson,"1850 Chadwick Dr",0,1,N/A
"April 10, 2016",Mississippi,"Pontotoc (county)","Walder Road",0,1,N/A
"April 9, 2016",Ohio,Youngstown,"355 East Boston Avenue",0,1,N/A
"April 9, 2016",Texas,"San Antonio","100 block of Pima",0,1,N/A
"April 8, 2016","District of Columbia",Washington,"2400 block of Hartford Street SE",0,1,N/A
"April 7, 2016",Pennsylvania,Philadelphia,"1500 block of South 32nd Street",0,1,N/A
"April 7, 2016",Michigan,Detroit,"3900 block of West Vernor Highway",0,1,N/A
"April 6, 2016","District of Columbia",Washington,"5800 block of Foote Street NE",0,1,N/A
"April 5, 2016",Maryland,Edgewater,N/A,0,1,N/A
"April 4, 2016","North Carolina",Rutherfordton,"Hope Drive",0,1,N/A
"April 3, 2016",Florida,"Lehigh Acres","4204 25th St SW",0,1,N/A
"April 2, 2016",Alabama,"Birmingham (Ensley)","Warrior Road",0,2,N/A
"April 2, 2016",Texas,Tyler,"3200 block of Chandler Hwy",0,2,N/A
"April 1, 2016",Tennessee,Memphis,"Wooddale Avenue and Boxdale Street",0,1,N/A
"March 28, 2016",Illinois,Chicago,"7600 block of South St. Lawrence Avenue",0,1,N/A
"March 27, 2016","New York",Syracuse,"300 block of Tioga Street",1,1,N/A
"March 26, 2016",Maryland,Dundalk,"7300 block of School Avenue",0,2,N/A
"March 25, 2016",California,Concord,"2900 block of La Salle Drive",0,1,N/A
"March 25, 2016",Tennessee,Memphis,"3400 block of Winchester",0,1,N/A
"March 25, 2016",Texas,"San Angelo","5751 Green Hill Road",0,1,N/A
"March 24, 2016",Alabama,Birmingham,"7700 block of 2nd Avenue South",0,1,N/A
"March 23, 2016",Kentucky,Louisville,"600 block of South 10th Street",0,1,N/A
"March 22, 2016",Texas,"La Marque","300 block of Poplar",0,2,N/A
"March 21, 2016",Georgia,Lithonia,"2859 Panola Road",0,1,N/A
"March 15, 2016",Missouri,"Saint Louis","Pleasant Street and Bailey Avenue",0,1,N/A
"March 15, 2016",Oklahoma,"Oklahoma City","7550 N.W. 10th Street",0,1,N/A
"March 12, 2016",Georgia,Lawrenceville,"Cannonball Court",0,1,N/A
"March 12, 2016",Florida,"Fort Mc Coy (Fort McCoy)","1501 NE 231 Avenue",0,6,N/A
"March 10, 2016",Wyoming,Cheyenne,"5000 Ogallala Place",0,1,N/A
"March 10, 2016",Florida,"Saint Petersburg (St Petersburg)","1200 block of 10 Avenue South",0,2,N/A
"March 8, 2016",Ohio,Sandusky,"1500 block of Columbus Ave",0,1,N/A
"March 8, 2016",California,Watsonville,"300 block of Ford Street",0,1,N/A
"March 7, 2016",Ohio,Lorain,"1900 block of G Street",0,1,N/A
"March 7, 2016",California,Sacramento,"7600 block of Countryfield Drive",0,1,N/A
"March 6, 2016","New York",Brooklyn,N/A,0,1,N/A
"March 5, 2016",Texas,"La Marque","2222 Cedar Drive",0,1,N/A
"March 4, 2016",Ohio,Columbus,"Duxberry Avenue",0,1,N/A
"March 4, 2016",Ohio,Columbus,"900 E. 5th Ave.",1,3,N/A
"March 3, 2016",Kentucky,"Hickory (Viola)","Kentucky 408 East",0,1,N/A
"March 1, 2016",Tennessee,Nashville,"1500 block of Porter Road",0,3,N/A
