"Incident Date",State,"City Or County",Address,"# Killed","# Injured",Operations
"November 7, 2016",Arkansas,"Pine Bluff","26th and Beech street",1,0,N/A
"November 7, 2016",Illinois,Chicago,"4600 block of West Lake",1,0,N/A
"November 6, 2016",Alabama,"Phenix City","Riverchase Drive",1,2,N/A
"November 6, 2016",Georgia,Atlanta,"1800 block of Charleston Avenue",1,0,N/A
"November 5, 2016",Connecticut,Waterbury,"30 Porter Street",1,0,N/A
"November 5, 2016",Florida,Jacksonville,"1900 block of West 11th",1,0,N/A
"November 4, 2016",Indiana,Indianapolis,"5700 block of Port Lillian Dr.",1,0,N/A
"November 3, 2016",Colorado,Berthoud,"850 Spartan Avenue",1,0,N/A
"November 3, 2016",Illinois,Chicago,"8000 block of South Shore Drive",2,2,N/A
"November 2, 2016",Colorado,"Grand Junction","1400 North 5th Street",1,0,N/A
"November 2, 2016","South Carolina",Summerville,"107 Daffodil St.",1,0,N/A
"November 1, 2016","North Carolina",Durham,"412 E. Pilot Street",1,0,N/A
"November 1, 2016",Pennsylvania,"Trout Run","T847 and Lake Road",2,0,N/A
"November 1, 2016",Georgia,Riverdale,"Eagles Feather Lane",1,0,N/A
"November 1, 2016",Tennessee,Memphis,"5200 block of Zodiac Rd",1,5,N/A
"October 31, 2016",Texas,Laredo,"Arco Iris Road",2,0,N/A
"October 30, 2016","New Jersey","Atlantic City","1400 Block of Magellan Ave",1,0,N/A
"October 30, 2016",Pennsylvania,Norristown,"600 block of George Street",1,0,N/A
"October 30, 2016",Florida,Tampa,"2307 East Busch Boulevard",1,1,N/A
"October 30, 2016",Maryland,"Capitol Heights","6860 Walker Mill Road",2,4,N/A
"October 30, 2016",California,"San Bernardino","700 block of West Virginia Street",1,0,N/A
"October 30, 2016",Illinois,Chicago,"1300 block of North Hudson",2,0,N/A
"October 29, 2016",Illinois,Chicago,"200 block of South Kostner Avenue",1,0,N/A
"October 29, 2016",Illinois,Chicago,"500 block of South Central",1,0,N/A
"October 28, 2016","North Carolina","Southern Pines","714 West Michigan Avenue",1,1,N/A
"October 27, 2016",Florida,"Palm Beach Gardens (Riviera Beach)","1100 block of West 28th Street",1,0,N/A
"October 26, 2016",Georgia,Atlanta,"35 Hamilton E Holmes Dr NW",1,1,N/A
"October 26, 2016",Louisiana,"Houma (Bayou Blue)","207 Capri Court",1,2,N/A
"October 26, 2016","South Carolina","North Charleston","2600 block of Ranger Drive",1,0,N/A
"October 25, 2016",Florida,"Fort Walton Beach","11 Pryor Road",3,0,N/A
"October 25, 2016",California,Vista,"400 block of Smilex Road",1,0,N/A
"October 25, 2016",Wisconsin,Milwaukee,"4000 N. 19th St",1,0,N/A
"October 24, 2016",Illinois,Chicago,"1200 block of North Pulaski",1,0,N/A
"October 24, 2016",Missouri,"Saint Louis","4300 block of Lee Avenue",1,0,N/A
"October 24, 2016",Arizona,Phoenix,"31st Avenue and Pierce Road",2,0,N/A
"October 24, 2016",Louisiana,Franklin,"Augustine Maze Street",1,0,N/A
"October 24, 2016",Iowa,"Des Moines","1107 Keosauqua Way",1,0,N/A
"October 23, 2016",Indiana,Kokomo,"904 West Jefferson Street",1,0,N/A
"October 23, 2016",Nevada,Reno,"Douglas Alley and North Virginia Street",1,2,N/A
"October 23, 2016",Alabama,Mobile,"St. Stephens Road",1,0,N/A
"October 23, 2016",Mississippi,Southaven,"2200 block of Cedar Point Cove",2,0,N/A
"October 22, 2016",Ohio,Youngstown,"2100 block of Volney Road",2,0,N/A
"October 22, 2016",Florida,Orlando,"2400 block of Kingsland Avenue",1,1,N/A
"October 22, 2016",Georgia,Jonesboro,"24 Libby Lane",2,0,N/A
"October 22, 2016",Louisiana,Larose,"East Avenue C",1,0,N/A
"October 22, 2016",Maryland,Baltimore,"3400 block of Juneway",1,0,N/A
"October 21, 2016",Tennessee,Toone,"Naylor Road",2,0,N/A
"October 20, 2016","North Carolina",Charlotte,"13500 block of Armour Ridge Drive",1,0,N/A
"October 18, 2016",Mississippi,Laurel,N/A,1,0,N/A
"October 18, 2016",Texas,Dallas,N/A,1,0,N/A
"October 17, 2016",Arkansas,Benton,"1200 block of River Oaks",1,0,N/A
"October 16, 2016",Washington,Yacolt,"34900 block of NE Thompson Road",1,0,N/A
"October 16, 2016","North Dakota",Bismarck,"106th St SE",1,0,N/A
"October 16, 2016",Michigan,Detroit,"14300 block of Ardmore",1,0,N/A
"October 16, 2016",Kentucky,Lexington,"855 South Broadway",1,0,N/A
"October 16, 2016",Missouri,"Saint Louis","4400 block of Farlin",1,0,N/A
"October 14, 2016",Ohio,"Cleveland (Cleveland Heights)","1923 South Taylor Road",1,0,N/A
"October 13, 2016","New York",Buffalo,"Leroy Avenue and Hill Street",1,1,N/A
"October 13, 2016",Wisconsin,Milwaukee,"200 of N. 38th St.",1,0,N/A
"October 11, 2016","South Carolina",Wellford,"300 block of James Raymond Court",1,0,N/A
"October 11, 2016",Georgia,Acworth,"4800 block of Ryan Road",1,0,N/A
"October 10, 2016",Pennsylvania,Philadelphia,"3100 block of Stirling Street",1,2,N/A
"October 9, 2016","South Carolina",Aynor,"Garner Road",1,0,N/A
"October 9, 2016",Colorado,Denver,"2830 North High Street",1,1,N/A
"October 9, 2016",Kansas,"Kansas City","6th Street and Stewart Avenue",1,0,N/A
"October 7, 2016",Georgia,"Richmond (county)","Done Roven Road",1,0,N/A
"October 7, 2016",Washington,Auburn,"2400 block of F Street",1,0,N/A
"October 4, 2016",Pennsylvania,Allentown,"Ninth and Liberty streets",1,1,N/A
"October 4, 2016",Georgia,Riverdale,"39 Montego Circle",2,0,N/A
"October 3, 2016","North Dakota",Sanborn,N/A,1,0,N/A
"October 2, 2016",California,"Los Angeles","East 45th Street and Ascot Avenue",1,0,N/A
"October 1, 2016",Louisiana,Shreveport,"327 Kings Highway",1,1,N/A
"October 1, 2016",Illinois,Chicago,"4500 block of South Wood",1,0,N/A
"October 1, 2016",Texas,Naples,N/A,1,1,N/A
"September 30, 2016",Minnesota,Minneapolis,"5400 block of 34th Avenue South",3,1,N/A
"September 30, 2016",Hawaii,Kahuku,"57-091 Kamehameha Hwy",2,0,N/A
"September 29, 2016",Pennsylvania,Aliquippa,"1100 block Wade Street",1,0,N/A
"September 29, 2016",Texas,"Fort Worth","3712 North Elm Street",1,0,N/A
"September 27, 2016",Iowa,"Cedar Rapids","800 block of 15th Street SE",1,0,N/A
"September 25, 2016",Texas,"Fort Worth","3400 block of Stonewall Lane",1,0,N/A
"September 25, 2016",Minnesota,"Saint Paul","700 block of Sims Avenue",1,1,N/A
"September 23, 2016",Washington,Burlington,"201 Cascade Mall Dr",5,0,N/A
"September 22, 2016",Maryland,Bladensburg,"4200 block of 58th Avenue",1,0,N/A
"September 21, 2016",Michigan,"Dearborn Heights","4431 Hipp Street",2,1,N/A
"September 19, 2016",Missouri,Independence,"E. Truman Road and S. Home Avenue",1,0,N/A
"September 17, 2016",Colorado,Thornton,"13000 block of Monaco Way",1,0,N/A
"September 17, 2016",Alaska,Juneau,"3000 block of Mountainwood Circle",1,0,N/A
"September 17, 2016",Pennsylvania,Pittsburgh,"Mount Vernon and Belmar streets",1,0,N/A
"September 16, 2016",California,Richmond,"3400 Richmond Parkway",1,0,N/A
"September 16, 2016",California,"Santa Ana","400 block of South Birch Street",1,1,N/A
"September 15, 2016","New York",Schenectady,"524 Schenectady Street",1,0,N/A
"September 15, 2016","South Carolina",Anderson,"Sugarhill St.",1,0,N/A
"September 14, 2016",Ohio,Columbus,"900 E Broad St",1,0,N/A
"September 14, 2016","South Carolina",Wedgefield,"200 block of Apollo Street",1,0,N/A
"September 14, 2016",Texas,"Bexar (county)",N/A,1,0,N/A
"September 12, 2016","New York",Hempstead,"Laurel and Linden avenues",1,0,N/A
"September 12, 2016","South Carolina",Spartanburg,"320 Spruce Street",1,0,N/A
"September 12, 2016",Pennsylvania,Pittsburgh,"5300 block of Mossfield Street",1,0,N/A
"September 12, 2016","New Jersey","Jersey City","Van Horne Street",1,0,N/A
"September 11, 2016","New Jersey",Trenton,"800 Greenwood Avenue",2,1,N/A
"September 9, 2016",Iowa,"Cedar Rapids","1243 20th St SW",1,0,N/A
"September 9, 2016",Tennessee,Memphis,"4100 block of Faronia Road",1,0,N/A
"September 8, 2016",Texas,Alpine,"704 West Sul Ross Avenue",1,2,N/A
"September 8, 2016",California,Rosamond,"2600 block of 25th Street West",1,0,N/A
"September 7, 2016",Virginia,Lorton,"9700 block of Hagel Circle",1,0,N/A
"September 6, 2016","North Carolina",Norlina,"Hyco Street",2,1,N/A
"September 6, 2016",Illinois,Chicago,"3300 block of West Douglas",1,0,N/A
"September 5, 2016","New York",Brooklyn,"Empire Boulevard",2,2,N/A
"September 5, 2016",Indiana,Graysville,"4100 block of West State Road 154",1,0,N/A
"September 5, 2016",Texas,"San Benito","200 block of Los Ranchitos",1,0,N/A
"September 5, 2016",Michigan,Kalamazoo,"1500 block of Clinton Avenue",2,0,N/A
"September 4, 2016",Ohio,"Dayton (Kettering)","800 block of Willowdale Avenue",1,0,N/A
"September 4, 2016",Illinois,Chicago,"7800 block of South Cornell Avenue",1,0,N/A
"September 4, 2016",California,"Santa Ana","3600 block of West Hazard Avenue",1,0,N/A
"September 4, 2016",California,Stockton,"Dallas Avenue and Connecticut Ave",1,1,N/A
"September 4, 2016",Michigan,Saginaw,"Ray Street",1,0,N/A
"September 3, 2016",California,Oceanside,"700 block of San Diego Street",1,0,N/A
"September 3, 2016","New Jersey",Newark,"100 block of South 10th Street",1,1,N/A
"September 2, 2016",Texas,"Wichita Falls","5143 Kingston Drive",1,1,N/A
"September 2, 2016",Kansas,"Kansas City","500 block of Freeman Drive",1,1,N/A
"September 1, 2016",Colorado,Denver,"7600 block of Raritan Street",1,0,N/A
"September 1, 2016","District of Columbia",Washington,"1601 16th St SE",1,1,N/A
"September 1, 2016","District of Columbia",Washington,"1900 block of 16th Street SE",1,1,N/A
"August 29, 2016",Illinois,Chicago,"5500 block of W Quincy",1,1,N/A
"August 28, 2016",Ohio,Cleveland,"4100 block of E 104th St",1,1,N/A
"August 28, 2016",Kentucky,Louisville,"3015 Penway Ave",1,0,N/A
"August 28, 2016",Arizona,Tucson,"5700 block of E 28th St",1,0,N/A
"August 27, 2016",Texas,"San Benito","500 block of Doherty Street",1,0,N/A
"August 27, 2016",Oklahoma,Spencer,"NE 50th and Douglas",2,0,N/A
"August 27, 2016",Florida,Miami,"1900 block of NW 83rd Terr",2,4,N/A
"August 27, 2016",Kentucky,"Stamping Ground","3162 Main St",1,0,N/A
"August 27, 2016",Tennessee,Memphis,"4100 block of Meadow Creek",1,0,N/A
"August 26, 2016",Idaho,Kuna,"1400 block of Kerf Street",1,0,N/A
"August 24, 2016",Kentucky,Louisville,"Clay and Jacob Streets",1,2,N/A
"August 23, 2016",Texas,Houston,"800 Majestic Street",1,1,N/A
"August 23, 2016",Missouri,"Saint Louis","1600 block of Hogan Street",1,0,N/A
"August 23, 2016",Oklahoma,Tulsa,"1600 block of 125th East Avenue",1,0,N/A
"August 22, 2016","North Carolina","Mineral Springs","Happy Hollow Lane",1,0,N/A
"August 21, 2016",Illinois,Chicago,"North and Luna",1,0,N/A
"August 20, 2016",Ohio,Cleveland,"First Avenue and Hayden Avenue",1,1,N/A
"August 19, 2016",Michigan,Detroit,"Roxbury and Casino",1,0,N/A
"August 18, 2016",Oregon,Hermiston,"130 Northwest 11th Street",3,1,N/A
"August 17, 2016","New York",Bronx,"1375 College Avenue",1,1,N/A
"August 15, 2016",California,"San Jose","North White and McKee Road",1,1,N/A
"August 15, 2016",Florida,Naples,"1900 Tamiami Trail N",1,0,N/A
"August 15, 2016",Maryland,Baltimore,"900 block of N. Monroe Street",1,0,N/A
"August 14, 2016",Ohio,Toledo,"Nesslewood and Scottwood",1,0,N/A
"August 14, 2016",Pennsylvania,Philadelphia,"2000 E. Orleans Street",1,0,N/A
"August 14, 2016",Missouri,"Saint Louis (Ferguson)","100 block of Elkan Avenue",1,0,N/A
"August 13, 2016",Indiana,Indianapolis,"4100 block of East 16th Street",1,0,N/A
"August 12, 2016",Pennsylvania,Mountville,"17 West Main Street",1,0,N/A
"August 12, 2016",Florida,Jacksonville,"100 block of West 38th Street",1,3,N/A
"August 12, 2016",Illinois,"Chicago (Englewood)","700 block of West 66th Place",1,0,N/A
"August 11, 2016",Louisiana,"New Orleans","2200 block of Peniston Street",1,0,N/A
"August 11, 2016","New York",Rochester,"Melville Street",1,0,N/A
"August 9, 2016",Idaho,"New Plymouth","5000 block of Highway 52",1,0,N/A
"August 9, 2016",California,"Los Angeles (Boyle Heights)","Cesar Chavez Avenue and Breed Street",1,0,N/A
"August 9, 2016","New Jersey","Jersey City","517 Communipaw Avenue",1,2,N/A
"August 8, 2016",Louisiana,Alexandria,"700 block of Willow Glen Road",1,1,N/A
"August 7, 2016",Virginia,Chesapeake,"600 block of Helen Avenue",2,1,N/A
"August 7, 2016",Oklahoma,"Oklahoma City",N/A,1,0,N/A
"August 6, 2016","North Carolina",Shelby,"105 Lindsey Lee Ln",1,0,N/A
"August 6, 2016",California,Hayward,"2500 block of Muir Road",1,2,N/A
"August 5, 2016",Mississippi,Jackson,"Deerfield Lane and Concord Drive",1,1,N/A
"August 5, 2016",Illinois,Chicago,"6700 block of South Wabash Street",1,0,N/A
"August 5, 2016",Illinois,Chicago,"2700 block of West Evergreen Avenue",1,0,N/A
"August 5, 2016",Louisiana,"La Place (Laplace)","820 W Airline Hwy",1,0,N/A
"August 3, 2016",Georgia,Decatur,"4110 Glenwood Road",1,3,N/A
"August 3, 2016",California,Inglewood,"4200 block of West 103 Street",1,0,N/A
"August 3, 2016",California,Salinas,"1100 block of C Street",1,0,N/A
"August 2, 2016","South Carolina",Coward,"4312 Circle Drive",1,1,N/A
"August 2, 2016",Ohio,Columbus,"400 block of East Markison Avenue",1,0,N/A
"August 1, 2016",Georgia,Roswell,"885 Woodstock Road",2,0,N/A
"August 1, 2016",Oklahoma,Ardmore,"1200 block of L Street",1,0,N/A
"August 1, 2016",Louisiana,Shreveport,"1400 block of Alma Street",1,0,N/A
"July 31, 2016",California,Fairfield,"2700 block of North Texas Street",1,0,N/A
"July 31, 2016",Alaska,Anchorage,"Sixth Avenue and Newell Street",1,0,N/A
"July 31, 2016",Florida,Miami,"Southwest 203rd Terrace and 115th Avenue",3,1,N/A
"July 31, 2016",Illinois,Rockford,"3200 block of Greendale Drive",1,2,N/A
"July 30, 2016","New York",Elmira,"200 block of West Hudson Street",1,0,N/A
"July 30, 2016",Alaska,Wasilla,"North Pioneer Peak Drive",1,0,N/A
"July 29, 2016","North Carolina","Winston Salem (Winston-salem)","432 Crews Street",1,0,N/A
"July 29, 2016",Illinois,Chicago,"700 block of East 82nd Street",1,0,N/A
"July 28, 2016",Illinois,Peoria,"405 E. Republic St",1,0,N/A
"July 28, 2016",Illinois,Chicago,"8000 block of South Escanaba",1,0,N/A
"July 28, 2016",Maryland,Baltimore,"2400 block of Washington Boulevard",1,0,N/A
"July 27, 2016",Missouri,Columbia,"Allen Street and Lasalle Place",1,0,N/A
"July 27, 2016",Louisiana,Metairie,"4013 N. Interstate 10 Service Road",1,0,N/A
"July 26, 2016",Michigan,Saginaw,"South 23rd",1,0,N/A
"July 26, 2016",Arizona,Gilbert,"17700 block of East Prescott Place",3,0,N/A
"July 26, 2016",Texas,"San Antonio","3600 block of Callaghan Road",1,0,N/A
"July 25, 2016",Kentucky,Somerset,N/A,1,0,N/A
"July 25, 2016",Florida,"Fort Myers","3580 Evans Ave",2,19,N/A
"July 25, 2016",Arizona,Tempe,"1000 E Orange Street",1,0,N/A
"July 24, 2016",Louisiana,Natchitoches,"1207 Texas Street",1,0,N/A
"July 24, 2016","New Mexico","Taos (county)",N/A,1,0,N/A
"July 23, 2016",Illinois,"Calumet City","600 block of Hirsch Avenue",1,0,N/A
"July 22, 2016",Indiana,Huntingburg,"202 N. Main St.",1,0,N/A
"July 21, 2016",Missouri,"Saint Louis (Kinloch)","Monroe and Granberry",1,0,N/A
"July 21, 2016",Florida,Orlando,"5732 North Hiawassee Road",1,2,N/A
"July 21, 2016",Mississippi,Jackson,"900 block of McDowell Road",1,0,N/A
"July 20, 2016",Florida,Jacksonville,"2300 block of Lantana Avenue",1,1,N/A
"July 20, 2016","New Hampshire",Derry,"North Shore Road",1,0,N/A
"July 20, 2016","South Dakota","Pine Ridge","340767 S Dakota 407",1,0,N/A
"July 19, 2016",Louisiana,"Baton Rouge","4608 Bradley Street",1,0,N/A
"July 19, 2016",Texas,Alvin,"3400 block of Oxford",1,0,N/A
"July 18, 2016",Delaware,Wilmington,"700 block of E. 11th Street",1,0,N/A
"July 18, 2016",Illinois,Chicago,"4400 block of West West End Avenue",1,0,N/A
"July 17, 2016",Illinois,Chicago,"4700 block of South Ellis Avenue",1,1,N/A
"July 17, 2016",Ohio,Columbus,"2600 block of Kenview Road South",1,1,N/A
"July 16, 2016",Massachusetts,Chicopee,"120 Boucher Circle",1,0,N/A
"July 16, 2016",Georgia,Snellville,"2900 block of Aviator Circle",1,0,N/A
"July 15, 2016",Florida,Tallahassee,"2684 Tess Circle",1,0,N/A
"July 12, 2016",Illinois,Chicago,"10900 block of South Peoria",1,0,N/A
"July 12, 2016",Pennsylvania,"New Castle","616 West North",1,0,N/A
"July 11, 2016",Illinois,Rockford,"4800 block of Creek View Road",1,0,N/A
"July 11, 2016",Nevada,"Las Vegas","2701 North Decatur Boulevard",1,0,N/A
"July 11, 2016",Pennsylvania,Philadelphia,"60th Street and Baltimore Avenue",1,2,N/A
"July 10, 2016",Texas,Rowlett,"3400 block of Beech Street",1,0,N/A
"July 7, 2016",Texas,Tomball,"11510 Boudreaux",1,0,N/A
"July 7, 2016",Indiana,Hammond,"1100 block of Cleveland Street",1,0,N/A
"July 7, 2016",Illinois,"East Saint Louis","29th Street and Renshaw Avenue",1,0,N/A
"July 6, 2016",Utah,Midvale,"759 W. Center Street",2,0,N/A
"July 6, 2016",Florida,Jacksonville,"2200 block of Vista Avenue",1,0,N/A
"July 6, 2016",Alabama,Toney,"2500 block of Alabama 251",1,0,N/A
"July 5, 2016",Alabama,Huntsville,"3900 block of Broadmor Road",2,0,N/A
"July 5, 2016",Utah,"Salt Lake City","600 North and 1100 West",1,0,N/A
"July 5, 2016",Georgia,"West Point","700 Ave. East",1,0,N/A
"July 4, 2016",Pennsylvania,"Braddock (Rankin)","Hawkins Village",1,0,N/A
"July 4, 2016",Pennsylvania,Philadelphia,"31st Street and Moore Street",1,0,N/A
"July 3, 2016",Florida,Sarasota,"4583 Bee Ridge Road",1,0,N/A
"July 3, 2016",Tennessee,"Chattanooga (East Ridge)","201 Eads Street",1,0,N/A
"July 2, 2016","New Jersey",Camden,"1200 block of Mechanic Street",1,0,N/A
"July 1, 2016","North Carolina",Goldsboro,"400 block of East Holly Street",1,0,N/A
"July 1, 2016",Georgia,Columbus,"3400 8th Ave",1,0,N/A
"June 29, 2016",Nevada,"Las Vegas","6100 block of West Lake Mead Boulevard",5,0,N/A
"June 29, 2016",Pennsylvania,Philadelphia,"5300 block of E Walnut Lane",1,0,N/A
"June 28, 2016",Florida,"West Palm Beach","1555 Martin Luther King Boulevard",1,0,N/A
"June 28, 2016",Oklahoma,Tulsa,"N. Madison and Virgin",1,1,N/A
"June 28, 2016",Florida,"Miami Gardens","2435 168th Street",2,1,N/A
"June 28, 2016",Texas,"San Antonio","8600 block of Star Creek Drive",1,0,N/A
"June 27, 2016",Arizona,Phoenix,"1600 block of West Missouri Avenue",1,0,N/A
"June 27, 2016",Texas,Austin,"6000 Perlita Drive",1,0,N/A
"June 27, 2016",Michigan,Flushing,"3466 Pierson Pl",1,0,N/A
"June 27, 2016",Alaska,Wasilla,N/A,1,0,N/A
"June 26, 2016",Iowa,Davenport,"4233 Warren Street",1,0,N/A
"June 26, 2016",Tennessee,"Haywood (county)","3649 Rice Road",1,2,N/A
"June 25, 2016",Oklahoma,Enid,"1800 block of West Maine Street",1,2,N/A
"June 24, 2016",Oklahoma,"Oklahoma City (Midwest City)","100 block of West Michael Dr",1,0,N/A
"June 24, 2016",Ohio,Columbus,"3400 block of Oak Bend Boulevard",1,0,N/A
"June 24, 2016",Arizona,"Cave Creek",N/A,1,0,N/A
"June 24, 2016",Texas,Katy,"6011 Remson Hollow Lane",3,0,N/A
"June 23, 2016",California,"Elk Grove","Edgeware Way and Harrow Drive",1,0,N/A
"June 23, 2016",Illinois,Chicago,"4400 block of West Wilcox Street",1,0,N/A
"June 22, 2016",Indiana,Indianapolis,"3300 block of Wallace Avenue",1,0,N/A
"June 22, 2016",Illinois,Rockford,"4600 block of Manheim Road",1,0,N/A
"June 21, 2016",Virginia,Norfolk,"400 block of North Military Highway",1,2,N/A
"June 21, 2016",Indiana,"Fort Wayne","5200 block of Lillie Street",1,0,N/A
"June 21, 2016",Alabama,Huntsville,"10th Avenue and 4th Street",1,0,N/A
"June 20, 2016",Florida,Tampa,"3615 Potter Street",1,1,N/A
"June 20, 2016",Missouri,"Saint Louis","6300 block of Dardanella",1,0,N/A
"June 19, 2016","New York",Buffalo,"100 block of Wecker Street",1,0,N/A
"June 19, 2016",Alabama,Fairfield,"5500 block of Avenue D",1,0,N/A
"June 18, 2016",California,Oakland,"2100 block of Harrington Avenue",1,0,N/A
"June 18, 2016",Michigan,Muskegon,"900 block of East Isabella Avenue",1,2,N/A
"June 18, 2016","New York",Bronx,"1041 Tiffany Street",1,1,N/A
"June 17, 2016",Pennsylvania,Pittsburgh,"4290 Melwood Ave",1,0,N/A
"June 17, 2016",Illinois,"Chicago (Englewood)","6500 block of South Hamilton Avenue",1,0,N/A
"June 16, 2016",Ohio,Cincinnati,"Montana Avenue",1,1,N/A
"June 16, 2016",Texas,Houston,"15100 block of Alkay",2,0,N/A
"June 16, 2016",Florida,Orlando,"2300 block of Fontainebleau Drive",2,0,N/A
"June 15, 2016",Indiana,"Fort Wayne","Avondale Drive and Baxter Avenue",1,0,N/A
"June 14, 2016",Illinois,Chicago,"10200 block of South Normal Avenue",1,0,N/A
"June 14, 2016",California,Oakland,"1301 Franklin Street",1,3,N/A
"June 13, 2016",Texas,Houston,"8751 Broadway",1,0,N/A
"June 13, 2016","West Virginia",Fairmont,"Cleveland Avenue",1,0,N/A
"June 12, 2016",Oklahoma,Wewoka,"NS 3580",1,0,N/A
"June 12, 2016",Maryland,Baltimore,"900 block of Pennsylvania Avenue",1,1,N/A
"June 12, 2016",Arizona,Phoenix,"67th Avenue and McDowell Road",3,0,N/A
"June 11, 2016",Illinois,Chicago,"5200 block of South Sangamon",1,1,N/A
"June 11, 2016",Illinois,"Chicago Heights","600 block of Andover Street",1,0,N/A
"June 11, 2016",California,"Panorama City","8500 block of Cedros Avenue",3,2,N/A
"June 11, 2016","New Mexico",Roswell,"2300 block of Davis Ave",5,0,N/A
"June 11, 2016","New Jersey",Trenton,"Prospect Street",1,0,N/A
"June 11, 2016",Florida,"Saint Petersburg (St Petersburg)","14th Avenue South and 40th Street",1,0,N/A
"June 10, 2016",Michigan,Muskegon,"Leahy Street and Holbrook Avenue",1,0,N/A
"June 9, 2016",Georgia,Columbus,"6023 Crystal Drive",1,0,N/A
"June 9, 2016",Florida,Loxahatchee,"17000 block of 31st Road North",1,0,N/A
"June 8, 2016",Illinois,Danville,"800 block of North Griffin Street",1,0,N/A
"June 8, 2016",Massachusetts,Boston,"66 Washington St",1,3,N/A
"June 7, 2016",Michigan,Detroit,"5300 block of Radnor",1,0,N/A
"June 6, 2016",Ohio,Dayton,"1100 block of Oakridge Drive",1,0,N/A
"June 6, 2016",Georgia,Hawkinsville,"18 Franklin Street",1,0,N/A
"June 6, 2016",Michigan,Detroit,"6500 block of Brace Street",3,0,N/A
"June 6, 2016",Maryland,Annapolis,"1300 block of Tyler Avenue",1,0,N/A
"June 5, 2016",Florida,Tampa,N/A,1,0,N/A
"June 5, 2016",Connecticut,Montville,"Allen Street",1,0,N/A
"June 4, 2016",Alabama,Birmingham,"12th Street and 3rd Avenue South",1,1,N/A
"June 3, 2016",Illinois,"Melrose Park","1200 block of North 34th Avenue",1,0,N/A
"June 3, 2016",Missouri,"Saint Louis","9500 block of Page Ave",1,0,N/A
"June 3, 2016",Illinois,Chicago,"3500 block of South Parnell Avenue",1,0,N/A
"June 1, 2016",Florida,"Fort Myers","7520 Omni Lane",1,0,N/A
"June 1, 2016",Illinois,Chicago,"4100 block of West 56th Street",1,0,N/A
"June 1, 2016","New York",Brooklyn,"Marcy Avenue",1,0,N/A
