"Incident Date",State,"City Or County",Address,"# Killed","# Injured",Operations
"July 8, 2016",California,"San Bernardino","2950 Del Rosa Avenue",3,0,N/A
"July 8, 2016",Minnesota,Minneapolis,"Lowry Avenue N. and Penn Avenue N.",1,1,N/A
"July 5, 2016",California,Altadena,"300 block of Figueroa Drive",1,1,N/A
"July 3, 2016",Kentucky,Lowmansville,"July Drive",1,0,N/A
"July 2, 2016",Illinois,"Hazel Crest","2400 block of Crescent Drive",3,0,N/A
"July 2, 2016",California,Lemoore,"800 block of Dogwood Avenue",1,0,N/A
"July 1, 2016",Tennessee,Clarksville,"874 Samantha Lane",1,0,N/A
"June 29, 2016",Nevada,"Las Vegas","6100 block of West Lake Mead Boulevard",5,0,N/A
"June 28, 2016",Texas,"Aransas Pass","1700 block of West Highland Avenue",3,0,N/A
"June 25, 2016","New Jersey","East Orange","112 Norman Street",1,0,N/A
"June 23, 2016",Pennsylvania,Philadelphia,"1800 block of N 20th Street",1,0,N/A
"June 21, 2016",California,Fresno,"South First Street and East Platt Avenue",1,2,N/A
"June 20, 2016",Colorado,"Conejos (county)",N/A,1,0,N/A
"June 20, 2016",Missouri,"Kansas City","East 8th Street and The Paseo",1,0,N/A
"June 17, 2016",Iowa,Elgin,"210 Main Street",1,0,N/A
"June 12, 2016",Pennsylvania,Littlestown,"first block of James Avenue",2,1,N/A
"June 11, 2016","New Mexico",Roswell,"2300 block of Davis Ave",5,0,N/A
"June 4, 2016",Illinois,Chicago,"900 block of West 96th Street",1,0,N/A
"June 3, 2016",Ohio,Hillsboro,"Trenton Street",2,0,N/A
"June 3, 2016",Colorado,Aurora,"1575 Galena Street",1,0,N/A
"June 1, 2016",Texas,"San Antonio","5500 block of San Fernando Street",1,1,N/A
"June 1, 2016",Texas,"San Antonio","800 block of Pecan Valley Drive",1,1,N/A
"May 27, 2016",Alabama,Huntsville,"3300 block of Lockwood Court",1,0,N/A
"May 27, 2016","New York",Wallkill,"559 Fifth Avenue",3,0,N/A
"May 27, 2016",Indiana,"Indianapolis (Cumberland)","500 block of Wickerwood Drive",1,0,N/A
"May 26, 2016",Virginia,Roanoke,"2000 block of Carroll Avenue NW",1,0,N/A
"May 25, 2016",Michigan,Detroit,"16400 block of Fairmont",1,0,N/A
"May 25, 2016",Texas,"Wichita Falls",N/A,1,0,N/A
"May 24, 2016",Missouri,"Saint Louis","Hall St and Riverview Dr",1,0,N/A
"May 21, 2016",Louisiana,"La Place (Laplace)","19 Country Club Dr",1,0,N/A
"May 20, 2016",Alabama,Horton,"Welcome Home Church Road",1,0,N/A
"May 20, 2016",Illinois,Barry,"186 E 2700th St",1,0,N/A
"May 17, 2016",Texas,Bellevue,"4700 block of Buffalo Springs Road",1,0,N/A
"May 17, 2016","South Carolina",Ravenel,"5360 Savannah Highway",3,1,N/A
"May 12, 2016",Ohio,Hilliard,"5100 block of Scioto Darby Road",1,0,N/A
"May 10, 2016",Michigan,Detroit,"19700 block of Oakfield Street",1,0,N/A
"May 6, 2016","North Carolina",Lillington,"Cherry Hill Drive",3,0,N/A
"May 6, 2016",Hawaii,Pahoa,"Moku St",3,0,N/A
"May 5, 2016",Wisconsin,Milwaukee,"North 15th Street and West Meinecke Avenue",1,0,N/A
"May 1, 2016",Indiana,Indianapolis,"Gale and Vermont",1,0,N/A
"April 27, 2016",Wisconsin,"Wisconsin Rapids","440 11th Street South",3,0,N/A
"April 27, 2016",Missouri,"Villa Ridge","200 block of Maple Lake Court",1,0,N/A
"April 26, 2016",Georgia,Dallas,"Camp Circle and Dallas Acworth Highway",1,0,N/A
"April 25, 2016",Georgia,"Locust Grove","3300 block of Bill Gardner Parkway",3,0,N/A
"April 22, 2016",Louisiana,Natchitoches,"600 block of Sabine Alley",1,0,N/A
"April 21, 2016",Missouri,"Kansas City","2600 block of Lawn Avenue",1,0,N/A
"April 21, 2016",Missouri,"Lowry City","E. 7th Street",2,0,N/A
"April 20, 2016",Indiana,Indianapolis,"5200 block of Alameda Road",1,0,N/A
"April 19, 2016",Texas,Katy,"1318 Longdraw Drive",4,0,N/A
"April 18, 2016",Florida,Deltona,"Interstate 4",3,0,N/A
"April 16, 2016",Michigan,Detroit,"Winthrop Street",1,0,N/A
"April 16, 2016",Pennsylvania,Philadelphia,"200 block of E. Mayfield Street",1,0,N/A
"March 27, 2016",Michigan,Detroit,"16800 block of Riverview",1,2,N/A
"March 23, 2016",California,Oceanside,"4640 Greenhill Way",3,0,N/A
"March 21, 2016",Texas,Sherman,"2600 block of Rivercrest Drive",4,0,N/A
"March 20, 2016",Kentucky,Louisville,"13120 Saratoga Springs Place",4,0,N/A
"March 20, 2016",Illinois,"Chicago (Englewood)","6700 block of S. Aberdeen St.",1,0,N/A
"March 19, 2016",Texas,Houston,"US 59 and Westpark",1,1,N/A
"March 11, 2016",Montana,Bozeman,"341 Golden Trout Way",3,0,N/A
"March 11, 2016",Georgia,Norcross,"4900 block of Appaloosa Trail",1,0,N/A
"March 10, 2016",Mississippi,Vicksburg,"600 block of Fort Hill Drive",1,0,N/A
"March 6, 2016",Montana,Roundup,N/A,2,0,N/A
"March 4, 2016",Ohio,Columbus,"900 E. 5th Ave.",1,3,N/A
"March 1, 2016",Florida,Sanford,"Highlawn Avenue",1,0,N/A
"February 29, 2016",Tennessee,Apison,"4724 Gates Lane",1,0,N/A
"February 26, 2016",Indiana,Sunman,"Van Wedding Road",1,0,N/A
"February 25, 2016","North Carolina",Goldsboro,"Sevendales Drive",1,0,N/A
"February 23, 2016",Arizona,Glendale,"4812 West Sunnyside Ave",5,0,N/A
"February 21, 2016",Florida,Fountain,"11601 Nonawood Road",1,0,N/A
"February 20, 2016",Florida,Miami,"1225 NE 103rd Lane",1,0,N/A
"February 19, 2016",Missouri,Edgerton,"4100 block of Buena Vista Road",4,0,N/A
"February 17, 2016",Indiana,Zionsville,"6833 Old Hunt Club Rd",3,0,N/A
"February 16, 2016","New Hampshire",Durham,N/A,1,0,N/A
"February 16, 2016",Texas,Lubbock,"2538 71st St",1,0,N/A
"February 12, 2016",Texas,Kerrville,"2500 block of Goat Creek Road",3,0,N/A
"February 9, 2016","New York",Latham,"35 Schalren Drive",3,0,N/A
"February 9, 2016",California,Compton,"200 block of Holly Avenue",1,0,N/A
"February 6, 2016",Alabama,"Birmingham (Irondale)","2000 block of Monroe Drive",1,0,N/A
"February 2, 2016",Maryland,"Fort Washington","1300 block of Palmer Road",2,0,N/A
"February 1, 2016",Alaska,"Wasilla (Meadow Lake)","4600 block of North Autumn Lane",2,0,N/A
"January 30, 2016",Maryland,Baltimore,"400 block of N. Athol Avenue",1,0,N/A
"January 29, 2016",Florida,Jacksonville,"700 block of Spearing Street",1,0,N/A
"January 25, 2016",Tennessee,Crossville,"2009 N Main St",1,0,N/A
"January 23, 2016",Alaska,"Iliamna (Kokhanok)",N/A,1,0,N/A
"January 22, 2016",Wisconsin,Beloit,"Shopiere Road and Prairie Avenue",1,0,N/A
"January 20, 2016",Michigan,Flint,"1300 block of Columbia Lane",1,0,N/A
"January 20, 2016",Louisiana,"New Orleans","5600 block of Red Maple Drive",1,0,N/A
"January 19, 2016",Oklahoma,Anadarko,N/A,1,0,N/A
"January 19, 2016",Texas,Cypress,"15400 block of Redbud Berry Way",1,0,N/A
"January 16, 2016",Missouri,Carthage,"5920 Stone Hill Loop",3,0,N/A
"January 14, 2016",Ohio,Dayton,"4700 block of Queens Avenue",1,2,N/A
"January 11, 2016",Illinois,Alton,"3116 Acorn Street",1,0,N/A
"January 10, 2016","North Carolina",Lumberton,"2200 block of Martin Luther King Jr. Drive",1,0,N/A
"January 9, 2016",Kentucky,Louisville,"400 block of N. 34th Street",1,0,N/A
"January 6, 2016",Georgia,Buford,"1800 block of Beyers Landing Drive",2,0,N/A
"January 4, 2016",Colorado,Trinidad,"806 E. Goddard Avenue",1,0,N/A
"January 1, 2016",Wisconsin,Cudahy,"3700 block of E. Whittaker Ave",2,0,N/A
"December 28, 2015",Alaska,Bethel,N/A,1,0,N/A
"December 27, 2015",Michigan,Detroit,"1600 block of Steel Street",1,1,N/A
"December 27, 2015",Florida,Miami,"15100 block of Jackson Street",1,0,N/A
"December 25, 2015","North Carolina","Chapel Hill","700 block of Trinity Court",1,0,N/A
"December 25, 2015","New Jersey",Edgewater,"100 Tower Drive",3,0,N/A
"December 23, 2015",Arizona,Tucson,"5751 N. Kolb Rd",3,0,N/A
"December 21, 2015",Missouri,"Saint Louis","1600 block of Emerald Creek Drive",1,0,N/A
"December 14, 2015",Arizona,Kayenta,N/A,3,0,N/A
"December 11, 2015",Tennessee,"Estill Springs","100 block of Honey Lane",1,0,N/A
"December 11, 2015",Kansas,"South Hutchinson","107 East Avenue B",1,0,N/A
"December 9, 2015",Texas,Dallas,"4900 block of South Buckner Boulevard",1,0,N/A
"December 7, 2015",Tennessee,Cleveland,"Hillview Drive NW",2,0,N/A
"December 6, 2015",Nebraska,Omaha,"North 108th Street and Military Road",2,3,N/A
"December 4, 2015",Utah,"Spanish Fork (Lake Shore)",N/A,1,0,N/A
"December 3, 2015",Michigan,Taylor,"13333 Telegraph Road",2,1,N/A
"November 28, 2015","New York",Rome,"519 West Dominick",1,0,N/A
"November 28, 2015",Georgia,Atlanta,"1041 Martin Street SE",1,0,N/A
"November 23, 2015",Ohio,Columbus,"90 block of S. Terrace Avenue",4,1,N/A
"November 21, 2015",Tennessee,Goodlettsville,"452 Moss Trail",1,0,N/A
"November 18, 2015",Arkansas,"Little Rock","3401 Lamar Street",1,0,N/A
"November 18, 2015",California,Bakersfield,"4300 block of Palmacia Drive",1,1,N/A
"November 17, 2015",Arkansas,Benton,"Nelson Court",1,0,N/A
"November 15, 2015","South Carolina","Rock Hill","Amelia Avenue",1,0,N/A
"November 15, 2015",Texas,"Tennessee Colony","800 block of County Road 2217",5,0,N/A
"November 13, 2015",Florida,Jacksonville,"1300 block of South Shirley Oaks Drive",4,1,N/A
"November 11, 2015",Georgia,Jackson,"500 block of Carr Avenue",1,0,N/A
"November 9, 2015",Michigan,Detroit,"6600 block of Barton Street",1,0,N/A
"November 7, 2015",Ohio,Dayton,"200 block of East Bruce Avenue",1,0,N/A
"November 6, 2015",Texas,Houston,"7800 block of Elvera",2,0,N/A
"November 4, 2015",Kentucky,Owensboro,"2742 Western Pkwy",1,0,N/A
"November 3, 2015",Louisiana,Marksville,"Martin Luther King Drive",1,1,N/A
"November 2, 2015",Illinois,Chicago,"8000 S. Damen Ave",1,0,N/A
"November 1, 2015",Pennsylvania,"Pittsburgh (Mount Oliver)","Hays Avenue",1,1,N/A
"October 27, 2015",Georgia,Acworth,"1059 Athena Court",1,0,N/A
"October 26, 2015","North Carolina",Hendersonville,"158 Golden Eagle Way",1,0,N/A
"October 21, 2015","South Carolina",Anderson,"106 New Prospect Church Rd",1,0,N/A
"October 20, 2015","New Mexico",Albuquerque,"Interstate 40 and 98th Street",1,0,N/A
"October 17, 2015",Georgia,Dallas,"400 block of Fairview Drive",1,1,N/A
"October 17, 2015",Illinois,Chicago,"1000 block of North Francisco Avenue",1,0,N/A
"October 13, 2015",Georgia,Savannah,"7800 block of Clyo Circle",1,1,N/A
"October 11, 2015",Nevada,"Las Vegas","9100 block of Wine Cellar Avenue",1,0,N/A
"October 10, 2015",Utah,"Cache (county)",N/A,1,0,N/A
"October 8, 2015","New Mexico",Dulce,N/A,2,0,N/A
"October 4, 2015",Tennessee,Clarksville,"900 block of Princeton Drive",1,1,N/A
"October 3, 2015",Tennessee,"White Pine","Robin Road",1,0,N/A
"October 2, 2015",Nevada,"Las Vegas","7200 block of Hardtack Circle",3,0,N/A
"October 1, 2015",Ohio,Cleveland,"East 145th Street and Spear Avenue",1,0,N/A
"September 29, 2015",Missouri,Eureka,"4901 Six Flags Road",2,0,N/A
"September 25, 2015",Texas,Houston,"6500 block of Narcissus",1,1,N/A
"September 19, 2015",Indiana,Indianapolis,"3900 block of Graceland Avenue",1,3,N/A
"September 18, 2015",Utah,"Salt Lake City","639 N. Sir Philip Dr.",3,0,N/A
"September 17, 2015","South Dakota",Geddes,"36705 379th Street",6,0,N/A
"September 15, 2015",Ohio,Cleveland,"East 113th Street and Regalia",1,1,N/A
"September 13, 2015",California,Greenwood,"4600 block of Highway 193",3,0,N/A
"September 8, 2015",Missouri,"Kansas City","East 84th Street and Hillcrest Road",3,0,N/A
"September 6, 2015",Texas,"Fort Worth","3600 block of Mountcastle Drive",2,0,N/A
"September 5, 2015","North Carolina",Charlotte,"6800 block of Fieldvale Place",1,3,N/A
"September 5, 2015",Missouri,"Kansas City","400 block of North Elmwood Avenue",1,0,N/A
"September 4, 2015",Ohio,Cleveland,"2300 block of Louise Harris Drive",1,0,N/A
"September 4, 2015",Alabama,Eutaw,"Baron Road",1,0,N/A
"September 2, 2015",Illinois,Chicago,"7400 block of South St. Lawrence Avenue",1,0,N/A
"September 1, 2015","New Jersey","Long Branch","245 Joline Avenue",4,0,N/A
"September 1, 2015",Pennsylvania,Pittsburgh,"1600 block of Sandusky Court",1,0,N/A
"August 27, 2015",Indiana,"Henry (county)","5500 block of West Old National Road",3,0,N/A
"August 25, 2015",Missouri,"Saint Louis (Hanley Hills)","7700 block of Utica Drive",1,0,N/A
"August 23, 2015",Virginia,Hardy,"Heatherton Lane",1,0,N/A
"August 18, 2015",Missouri,"Saint Louis (Ferguson)","9200 block of Ellison",1,1,N/A
"August 10, 2015",Michigan,Flint,"200 block of W. Home Avenue",2,0,N/A
"August 8, 2015","North Carolina",Statesville,"162 Trent Road",3,0,N/A
"August 8, 2015",Texas,Houston,"2211 Falling Oaks",8,0,N/A
"August 5, 2015",Alaska,Anchorage,"4000 block of Olympic Terrace Circle",1,0,N/A
"August 5, 2015",Mississippi,Mccomb,"200 block of McComb Street",1,0,N/A
"August 3, 2015",Michigan,Detroit,"16000 block of Eastwood Street",1,0,N/A
"August 3, 2015",Texas,Longview,"2500 block of North Eastman Road",1,0,N/A
"July 30, 2015",Texas,Houston,"8442 Tavenor Lane",1,0,N/A
"July 29, 2015","District of Columbia",Washington,"600 block of 46th Place SE",1,0,N/A
"July 29, 2015",California,Highland,"7200 block of McKinley Avenue",1,0,N/A
"July 23, 2015",Washington,Shelton,"700 block of East Road of Tralee",2,0,N/A
"July 23, 2015",Michigan,"Antrim (county)","Tobias Road",1,0,N/A
"July 22, 2015",Georgia,Suwanee,"5500 block of Old Atlanta Road",5,0,N/A
"July 18, 2015",Florida,"Polk (county)","Drane Field Rd",2,0,N/A
"July 17, 2015",Louisiana,Shreveport,"200 block of Prospect Street",1,0,N/A
"July 17, 2015",Maryland,Baltimore,"8900 block of Yvonne Ave",3,0,N/A
"July 17, 2015",Washington,Bellingham,"5056 Noon Road",2,1,N/A
"July 16, 2015",Virginia,Roanoke,"3100 block of Oakland Boulevard NW",1,1,N/A
"July 15, 2015",Missouri,"Kansas City","3100 block of Spruce",1,0,N/A
"July 8, 2015",Louisiana,Marksville,"Louisiana Highway 1196",2,0,N/A
"July 6, 2015",Kansas,Topeka,"SE Golf Park Boulevard and SE Fremont",1,0,N/A
"July 5, 2015",Texas,Spring,"19000 block of Puget Lane",1,0,N/A
"July 4, 2015",Illinois,Chicago,"1100 block of North Harding Avenue",1,1,N/A
"July 2, 2015",Virginia,Hampton,"300 block of West Chamberlin Avenue",1,0,N/A
"July 2, 2015",Washington,Connell,"Scooteney Rd and Ridge Rd",2,0,N/A
"July 2, 2015",Arkansas,"El Dorado","Louisiana Avenue and East Cook Street",1,0,N/A
"June 28, 2015",Michigan,Franklin,"12919 Tipton Highway",1,0,N/A
"June 27, 2015",Montana,"Saint Marie","308B Willow",1,0,N/A
"June 27, 2015",Florida,Greenacres,"4661 Chariot Circle",4,0,N/A
"June 27, 2015",Virginia,Portsmouth,"1500 block of Maple Avenue",1,1,N/A
"June 25, 2015",Wyoming,Lingle,"8232 of Cemetery Road",2,0,N/A
"June 23, 2015",Louisiana,"Breaux Bridge","La Rue Angelle",3,1,N/A
"June 21, 2015",Utah,Roy,"2106 W. 4750 South",4,0,N/A
"June 13, 2015",Texas,"Wise (county)","County Road 4010",1,0,N/A
"June 11, 2015",Ohio,Hamilton,"709 Gordon Smith Boulevard",1,0,N/A
"June 10, 2015",California,Adelanto,"1800 block of Bellflower Street",1,0,N/A
"June 9, 2015",Tennessee,Memphis,"4300 block of Egyptian Cove",1,0,N/A
"June 7, 2015",Montana,"Deer Lodge","Boulder Creek Road",5,0,N/A
"June 7, 2015",Utah,"Salt Lake City (Murray)","224 E. Vantana Court",3,0,N/A
"May 31, 2015",Missouri,"Kansas City","6700 block of Walrond Avenue",1,0,N/A
"May 30, 2015",Alaska,Ambler,N/A,1,0,N/A
"May 30, 2015",Texas,Abilene,"500 block of Washington Street",1,0,N/A
"May 29, 2015",Virginia,Chesterfield,"20300 block of Ferintosh Court",2,0,N/A
"May 28, 2015",Maryland,Baltimore,"100 block of Upmanor Road",2,0,N/A
"May 27, 2015",California,"Trabuco Canyon","15 Swallows Lane",2,0,N/A
"May 25, 2015","New York",Yonkers,"484 Walnut St",1,0,N/A
"May 25, 2015",Virginia,Meherrin,"Doswell Town Road",1,0,N/A
"May 23, 2015",Mississippi,Jackson,"Glencross Drive",1,0,N/A
"May 16, 2015",California,Perris,"140 block of Metz Road",1,0,N/A
"May 15, 2015",Arkansas,Redfield,"1107 Huck Finn Blvd",1,0,N/A
"May 14, 2015",Louisiana,"New Orleans","Grant Street and Old Gentilly Road",3,0,N/A
"May 13, 2015",Alaska,Anchorage,"500 block of East 74th Avenue",4,0,N/A
"May 11, 2015",Kentucky,"Vine Grove","Willow Crossing Court",2,0,N/A
"May 3, 2015",Florida,"Panama City","1914 Frankford Ave",1,0,N/A
"May 3, 2015",Louisiana,Shreveport,"400 block of Pete Harris Drive",1,0,N/A
"May 3, 2015",Wisconsin,Menasha,"North Lake Street",4,1,N/A
"April 30, 2015",Georgia,Macon,"6381 Thomaston Road",1,0,N/A
"April 29, 2015",Georgia,Augusta,"1200 block of Holden Drive",1,0,N/A
"April 23, 2015",Georgia,Varnell,"3896 Cleveland Highway",3,0,N/A
"April 20, 2015",Florida,"Fort Pierce","Avenue E",1,0,N/A
"April 18, 2015",Texas,Killeen,"3600 block of Del Mar Court",1,0,N/A
"April 16, 2015",Washington,Kent,"S. 248th Street and Lake Fenwick Road",1,0,N/A
"April 12, 2015",Ohio,Cleveland,"3700 block of E. 63",1,0,N/A
"April 10, 2015",Tennessee,Memphis,"2600 block of Durby Circle",1,0,N/A
"April 1, 2015",Oklahoma,Tulsa,"18600 block of East 49th Street",4,0,N/A
"March 31, 2015",Pennsylvania,Washington,"West Chestnut Street",1,0,N/A
"March 31, 2015",Tennessee,Madison,"333 Rio Vista Drive",1,0,N/A
"March 29, 2015",Georgia,Jefferson,"300 block of Fairfield Drive",1,0,N/A
"March 28, 2015","New Hampshire",Bedford,"17 McAfee Farm Road",3,0,N/A
"March 28, 2015",Washington,"Bremerton (East Bremerton)","3060 Northeast McWilliams Road",2,1,N/A
"March 25, 2015",Florida,"Saint Cloud","16000 block of Bachmann Avenue",2,1,N/A
"March 24, 2015",Florida,Miami,"1900 block of Northwest 4th Court",1,1,N/A
"March 22, 2015",Alaska,Kenai,"Alpine Drive and Borgen Avenue",4,0,N/A
"March 19, 2015",Texas,Houston,"14425 Alief Clodine Rd",1,0,N/A
"March 19, 2015",Oklahoma,Tulsa,"7900 block of South Riverside Drive",1,0,N/A
"March 19, 2015",Texas,Houston,"6301 Sierra Blanca",1,0,N/A
"March 17, 2015",Oklahoma,Comanche,"Highway 81",1,0,N/A
"March 16, 2015",Missouri,Springfield,"3660 South Cox Road",3,0,N/A
"March 13, 2015",Michigan,Flint,"1800 block of Barks Street",1,0,N/A
"March 13, 2015",Mississippi,Brookhaven,"1097 South First St.",2,3,N/A
"March 13, 2015",Kentucky,Louisville,"3400 block of Algonquin Parkway",1,0,N/A
"March 11, 2015",Missouri,"Saint Louis","4500 block of West Florissant Avenue",1,2,N/A
"March 10, 2015",Michigan,"Dorr Township","2300 block of Briarwood Street",3,0,N/A
"March 9, 2015",Texas,Laredo,"1800 block of Convent Ave",3,0,N/A
"March 8, 2015",Washington,"Yakima (Union Gap)","1815 West Ahtanum Road",1,0,N/A
"March 5, 2015",Oregon,Malin,"9425 Matney Way",1,0,N/A
