"Incident Date",State,"City Or County",Address,"# Killed","# Injured",Operations
"January 19, 2016",Texas,Cypress,"15400 block of Redbud Berry Way",1,0,N/A
"January 10, 2016","North Carolina",Lumberton,"2200 block of Martin Luther King Jr. Drive",1,0,N/A
"January 9, 2016",Kentucky,Louisville,"400 block of N. 34th Street",1,0,N/A
"January 4, 2016",Tennessee,Memphis,"1400 block of Briercrest Lane",2,1,N/A
"January 4, 2016",Colorado,Trinidad,"806 E. Goddard Avenue",1,0,N/A
"December 28, 2015",Alaska,Bethel,N/A,1,0,N/A
"December 11, 2015",Kansas,"South Hutchinson","107 East Avenue B",1,0,N/A
"December 9, 2015",Texas,Dallas,"4900 block of South Buckner Boulevard",1,0,N/A
"December 4, 2015",Utah,"Spanish Fork (Lake Shore)",N/A,1,0,N/A
"November 28, 2015","New York",Rome,"519 West Dominick",1,0,N/A
"November 28, 2015",Georgia,Atlanta,"1041 Martin Street SE",1,0,N/A
"November 21, 2015",Tennessee,Goodlettsville,"452 Moss Trail",1,0,N/A
"November 18, 2015",Arkansas,"Little Rock","3401 Lamar Street",1,0,N/A
"November 17, 2015",Arkansas,Benton,"Nelson Court",1,0,N/A
"November 15, 2015","South Carolina","Rock Hill","Amelia Avenue",1,0,N/A
"November 11, 2015",Georgia,Jackson,"500 block of Carr Avenue",1,0,N/A
"November 9, 2015",Michigan,Detroit,"6600 block of Barton Street",1,0,N/A
"October 27, 2015",Georgia,Acworth,"1059 Athena Court",1,0,N/A
"October 26, 2015","North Carolina",Hendersonville,"158 Golden Eagle Way",1,0,N/A
"October 17, 2015",Georgia,Dallas,"400 block of Fairview Drive",1,1,N/A
"October 17, 2015",Illinois,Chicago,"1000 block of North Francisco Avenue",1,0,N/A
"October 10, 2015",Utah,"Cache (county)",N/A,1,0,N/A
"October 2, 2015",Ohio,Carrollton,"8400 block of Bay Road",1,0,N/A
"September 2, 2015",Illinois,Chicago,"7400 block of South St. Lawrence Avenue",1,0,N/A
"September 1, 2015",Pennsylvania,Pittsburgh,"1600 block of Sandusky Court",1,0,N/A
"August 25, 2015",Missouri,"Saint Louis (Hanley Hills)","7700 block of Utica Drive",1,0,N/A
"August 23, 2015",Virginia,Hardy,"Heatherton Lane",1,0,N/A
"August 18, 2015",Alabama,"Birmingham (Hoover)","990 Wisteria Pl",1,0,N/A
"August 5, 2015",Alaska,Anchorage,"4000 block of Olympic Terrace Circle",1,0,N/A
"August 3, 2015",Michigan,Detroit,"16000 block of Eastwood Street",1,0,N/A
"August 3, 2015",Texas,Longview,"2500 block of North Eastman Road",1,0,N/A
"July 30, 2015",Texas,Houston,"8442 Tavenor Lane",1,0,N/A
"July 29, 2015","District of Columbia",Washington,"600 block of 46th Place SE",1,0,N/A
"July 23, 2015",Michigan,"Antrim (county)","Tobias Road",1,0,N/A
"July 17, 2015",Louisiana,Shreveport,"200 block of Prospect Street",1,0,N/A
"July 15, 2015",Missouri,"Kansas City","3100 block of Spruce",1,0,N/A
"July 5, 2015",Texas,Spring,"19000 block of Puget Lane",1,0,N/A
"July 2, 2015",Virginia,Hampton,"300 block of West Chamberlin Avenue",1,0,N/A
"June 28, 2015",Michigan,Franklin,"12919 Tipton Highway",1,0,N/A
"June 27, 2015",Montana,"Saint Marie","308B Willow",1,0,N/A
"June 13, 2015",Texas,"Wise (county)","County Road 4010",1,0,N/A
"June 11, 2015",Ohio,Hamilton,"709 Gordon Smith Boulevard",1,0,N/A
"June 10, 2015",California,Adelanto,"1800 block of Bellflower Street",1,0,N/A
"June 9, 2015",Tennessee,Memphis,"4300 block of Egyptian Cove",1,0,N/A
"May 30, 2015",Alaska,Ambler,N/A,1,0,N/A
"May 30, 2015",Texas,Abilene,"500 block of Washington Street",1,0,N/A
"May 25, 2015","South Dakota","Brown (county)",N/A,1,0,N/A
"May 25, 2015","New York",Yonkers,"484 Walnut St",1,0,N/A
"May 25, 2015",Virginia,Meherrin,"Doswell Town Road",1,0,N/A
"May 23, 2015",Mississippi,Jackson,"Glencross Drive",1,0,N/A
"May 16, 2015",California,Perris,"140 block of Metz Road",1,0,N/A
"May 15, 2015",Arkansas,Redfield,"1107 Huck Finn Blvd",1,0,N/A
"May 3, 2015",Florida,"Panama City","1914 Frankford Ave",1,0,N/A
"May 3, 2015",Louisiana,Shreveport,"400 block of Pete Harris Drive",1,0,N/A
"April 30, 2015",Georgia,Macon,"6381 Thomaston Road",1,0,N/A
"April 29, 2015",Georgia,Augusta,"1200 block of Holden Drive",1,0,N/A
"April 18, 2015",Texas,Killeen,"3600 block of Del Mar Court",1,0,N/A
"April 12, 2015",Ohio,Cleveland,"3700 block of E. 63",1,0,N/A
"March 31, 2015",Tennessee,Madison,"333 Rio Vista Drive",1,0,N/A
"March 29, 2015",Georgia,Jefferson,"300 block of Fairfield Drive",1,0,N/A
"March 19, 2015",Texas,Houston,"14425 Alief Clodine Rd",1,0,N/A
"March 19, 2015",Texas,Houston,"6301 Sierra Blanca",1,0,N/A
"March 17, 2015",Oklahoma,Comanche,"Highway 81",1,0,N/A
"March 13, 2015",Michigan,Flint,"1800 block of Barks Street",1,0,N/A
"March 13, 2015",Kentucky,Louisville,"3400 block of Algonquin Parkway",1,0,N/A
"March 6, 2015",Tennessee,Nashville,"3024 Gwynwood Drive",1,0,N/A
"March 5, 2015",Oregon,Malin,"9425 Matney Way",1,0,N/A
"March 4, 2015",Alaska,Shungnak,N/A,1,0,N/A
"March 1, 2015",Texas,Houston,"1900 block of Imperial Stone Dr.",1,0,N/A
"February 27, 2015",Texas,Houston,"7400 block of Betanna",1,0,N/A
"February 15, 2015",Alabama,Gaylesville,"County Road 865",1,2,N/A
"February 10, 2015",Ohio,Dalton,"South Mount Eaton Road",1,0,N/A
"February 9, 2015",Louisiana,"Lake Charles","Arsene Road",1,0,N/A
"January 21, 2015",Michigan,"Benton Harbor","1600 block of Norton St",1,0,N/A
"January 21, 2015",Florida,"Tarpon Springs","1094 Misty Hollow Lane",1,0,N/A
"December 31, 2014",Alabama,Montgomery,"1700 block of Yarborough Street",1,0,N/A
"December 30, 2014",Idaho,Hayden,"550 W Honeysuckle Ave",1,0,N/A
"December 29, 2014",Michigan,Detroit,"11200 block of Roxbury St",1,0,N/A
"December 29, 2014",Michigan,Detroit,"11200 block of Roxbury Street",1,0,N/A
"December 15, 2014","South Carolina",Simpsonville,"Garfield Lane",1,0,N/A
"December 6, 2014",Oklahoma,Atoka,"Wells St",1,0,N/A
"December 5, 2014",Illinois,"Villa Park",N/A,1,0,N/A
"November 28, 2014",Texas,Childress,N/A,1,0,N/A
"November 25, 2014",Texas,Katy,"4302 Falcon Meadow",1,0,N/A
"November 24, 2014",Oklahoma,Tulsa,"100 block of South 168th East Avenue",1,0,N/A
"November 20, 2014",Indiana,Elkhart,"2100 block of Morton Avenue",1,0,N/A
"November 15, 2014",Virginia,Norfolk,"800 block of B Avenue",1,0,N/A
"November 8, 2014",Michigan,Detroit,"16100 block of Northlawn Ave",1,0,N/A
"November 2, 2014",Ohio,Cincinnati,"200 block of Kinsey Avenue",1,0,N/A
"October 22, 2014",Montana,Charlo,"Eagle Trail Pass",1,0,N/A
"October 17, 2014",Tennessee,Buchanan,"Mt Pleasant Freeland Rd",1,0,N/A
"October 11, 2014",Louisiana,Benton,"200 block of Retha Lane",1,0,N/A
"September 13, 2014","South Carolina",Denmark,"East Mill Street",1,0,N/A
"September 5, 2014",Virginia,Richmond,"1500 block of Mechanicsville Turnpike",1,0,N/A
"August 25, 2014",Arizona,"Willow Beach (White Hills)","20606 US 93",1,0,N/A
"August 17, 2014",Tennessee,Clarksville,"2600 block of Arthurs Court",1,0,N/A
"August 10, 2014",Tennessee,Sparta,"8504 Old Kentucky Rd",1,0,N/A
"August 6, 2014",Oklahoma,Hobart,"200 block of Monroe",1,0,N/A
"July 30, 2014",Idaho,Chubbuck,"600 block of Canal Street",1,0,N/A
"July 29, 2014",Kansas,Wichita,"500 block of East Lincoln",1,0,N/A
"July 2, 2014",Alabama,"Birmingham (Midfield)",N/A,1,0,N/A
"July 2, 2014",Arizona,Phoenix,"363rd and Durango",1,0,N/A
"June 1, 2014",Missouri,Joplin,"11319 Hwy FF  (32nd St)",1,0,N/A
"May 27, 2014",Arizona,Payson,"303 S. Ash Street",1,0,N/A
"May 25, 2014",Florida,Homestead,"Northwest Fourth Street and Eighth Avenue ",1,0,N/A
"May 24, 2014",Vermont,Cabot,"Vermont 215",1,0,N/A
"May 24, 2014",Texas,Boerne,"100 block of Becker Street",1,0,N/A
"May 5, 2014",Georgia,"Johnson Corner",N/A,1,0,N/A
"May 3, 2014",Pennsylvania,"Dingmans Ferry","123 Keystone Dr",1,0,N/A
"April 29, 2014",Kansas,Wichita,"1300 block of North Pennsylvania Avenue",1,0,N/A
"April 28, 2014","North Carolina",Durham,"Macon Street and Washington ",1,0,N/A
"April 26, 2014",Indiana,"Noble County","5000 W. County Road 1100",1,0,N/A
"April 25, 2014","North Carolina",Fayetteville,"2101 Hyde Place",1,0,N/A
"April 21, 2014",Iowa,"Des Moines","2746 Fleur Dr.",1,0,N/A
"April 17, 2014","South Carolina",Easley,"Hasting Road ",1,0,N/A
"April 13, 2014","North Carolina",Charlotte,"700 Glasgow Road",1,0,N/A
"April 12, 2014","South Carolina",Gaston,"Wild Bird Lane",1,1,N/A
"April 5, 2014",Pennsylvania,Philadelphia,"3800 Wallace Street",1,0,N/A
"April 4, 2014",Georgia,Savannah,"1400 Church Street ",1,0,N/A
"April 4, 2014",Georgia,Waycross," 4900 Jana Lane",1,0,N/A
"April 3, 2014",Oklahoma,Bokoshe,"Buck Creek Road",1,0,N/A
"March 18, 2014",Utah,Richfield,"Main Street near 500 South ",0,1,N/A
"March 11, 2014",Indiana,Greensburg,"1000 block of North Carver Street",1,0,N/A
"March 11, 2014",Oklahoma,"Broken Arrow","3500 block of East Aurora",1,0,N/A
"March 10, 2014",Texas,Eureka,"SE 3144",1,0,N/A
"March 5, 2014",Alabama,Mobile,"2600 block of Wealthy Street ",1,0,N/A
"March 1, 2014",Florida,Pensacola,"1500 block of Fairfield Dr",1,0,N/A
"February 17, 2014",Arkansas,"El Dorado","Shuler Road",1,0,N/A
"February 13, 2014",Florida,"Lake Worth","1200 block of North O Street",1,0,N/A
"February 7, 2014",Massachusetts,Boston,"617 Morton St.",1,0,N/A
"January 29, 2014","North Carolina","Snow Hill","15 Letchworth Drive",1,0,N/A
"January 11, 2014",Arkansas,Bono,"1187 Greene Rd 336",1,0,N/A
"January 1, 2014",Mississippi,"Bogue Chitto","1347 Brumfield Rd SW",1,0,N/A
