"Incident Date",State,"City Or County",Address,"# Killed","# Injured",Operations
"July 30, 2016","New York",Elmira,"200 block of West Hudson Street",1,0,N/A
"July 26, 2016",Texas,"San Antonio","3600 block of Callaghan Road",1,0,N/A
"July 25, 2016",Arizona,Tempe,"1000 E Orange Street",1,0,N/A
"July 22, 2016",Indiana,Huntingburg,"202 N. Main St.",1,0,N/A
"July 19, 2016",Texas,Alvin,"3400 block of Oxford",1,0,N/A
"July 15, 2016",Florida,Tallahassee,"2684 Tess Circle",1,0,N/A
"July 15, 2016",Texas,Houston,"Sageland Drive",1,0,N/A
"July 8, 2016",Texas,"Mineral Wells","2600 block of S.W 8th Avenue",1,0,N/A
"July 6, 2016",Alabama,Toney,"2500 block of Alabama 251",1,0,N/A
"July 3, 2016",Florida,Sarasota,"4583 Bee Ridge Road",1,0,N/A
"July 3, 2016",Tennessee,"Chattanooga (East Ridge)","201 Eads Street",1,0,N/A
"June 29, 2016",Pennsylvania,Philadelphia,"5300 block of E Walnut Lane",1,0,N/A
"June 28, 2016",Texas,"San Antonio","8600 block of Star Creek Drive",1,0,N/A
"June 27, 2016",Arizona,Phoenix,"1600 block of West Missouri Avenue",1,0,N/A
"June 22, 2016",Indiana,Indianapolis,"3300 block of Wallace Avenue",1,0,N/A
"June 22, 2016",Georgia,Adel,"800 block of Guy Street",1,0,N/A
"June 17, 2016",Pennsylvania,Pittsburgh,"4290 Melwood Ave",1,0,N/A
"June 13, 2016","West Virginia",Fairmont,"Cleveland Avenue",1,0,N/A
"June 11, 2016",Louisiana,"Baton Rouge","3500 block of Wayne Avenue",1,0,N/A
"June 7, 2016",Michigan,Detroit,"5300 block of Radnor",1,0,N/A
"June 6, 2016",Georgia,Hawkinsville,"18 Franklin Street",1,0,N/A
"June 6, 2016",Maryland,Annapolis,"1300 block of Tyler Avenue",1,0,N/A
"June 3, 2016",Missouri,"Saint Louis","9500 block of Page Ave",1,0,N/A
"June 3, 2016",Colorado,Aurora,"1575 Galena Street",1,0,N/A
"June 3, 2016",Illinois,Chicago,"3500 block of South Parnell Avenue",1,0,N/A
"May 25, 2016",Washington,Seattle,"6000 block of High Point Drive SW",1,0,N/A
"May 19, 2016","New York",Bronx,"810 Astor Avenue",1,0,N/A
"May 14, 2016",Florida,Alford,"Compass Lake Drive",1,0,N/A
"May 10, 2016",Louisiana,Shreveport,"1100 block of Wilkinson Street",1,0,N/A
"April 19, 2016",California,Sacramento,"7800 block of Sunrise Greens Drive",1,0,N/A
"April 14, 2016",California,Victorville,"13000 block of Bennington Drive",1,0,N/A
"April 10, 2016","North Carolina","Granite Falls","Baton Church Road",1,0,N/A
"April 2, 2016","South Carolina","Rock Hill","800 block of Horseman Drive",1,0,N/A
"March 31, 2016","North Carolina","La Grange","Mimosa Lane and Maple Grove Dr",1,0,N/A
"March 28, 2016",Georgia,Douglas,"900 block of South Coffee Avenue",1,0,N/A
"March 27, 2016",Mississippi,Brookhaven,"Highway 550",1,0,N/A
"March 25, 2016",Hawaii,"Mountain View","Oshiro Road",1,0,N/A
"March 20, 2016",Pennsylvania,"Mount Pleasant","151 South Church St",1,0,N/A
"March 19, 2016",Florida,Apopka,"1008 Sheeler Hills Drive",1,0,N/A
"March 18, 2016",Iowa,"Cedar Rapids","1424 Bever Ave. SE",1,0,N/A
"March 17, 2016","South Carolina",Bennettsville,"Spencer Street",1,0,N/A
"March 14, 2016",Texas,Bridgeport,"County Road 3825",1,0,N/A
"March 14, 2016","West Virginia",Beckley,"Bethel Road",1,0,N/A
"March 14, 2016",Missouri,"Kansas City","North Flora and Northeast 80th Street",1,0,N/A
"March 12, 2016",Iowa,Oskaloosa,"1593 290th Street",1,0,N/A
"March 7, 2016","West Virginia",Morgantown,"Church Hill Drive",1,0,N/A
"March 6, 2016",Mississippi,Laurel,"County Road 237",1,0,N/A
"March 5, 2016","South Dakota",Yankton,"East Side Drive",1,0,N/A
"February 27, 2016",Florida,"Miami Gardens","2200 block of Northwest 172nd Terrace",1,0,N/A
"February 21, 2016",Florida,Fountain,"11601 Nonawood Road",1,0,N/A
"February 21, 2016",Mississippi,Philadelphia,"Highway 16 West Pearl River Resort - Choctaw",1,0,N/A
"February 20, 2016",Ohio,Cleveland,N/A,1,0,N/A
"February 19, 2016",Louisiana,"Baton Rouge","2138 Tennessee Street",1,0,N/A
"February 18, 2016",Louisiana,"Baton Rouge","3811 Bradley Street",1,0,N/A
"February 13, 2016",Nevada,"Las Vegas","Buffalo and Vegas Drive",1,0,N/A
"February 11, 2016",Georgia,Lawrenceville,"1600 block of Balvaird Drive",1,0,N/A
"February 11, 2016","New York",Brooklyn,"703 Miller Avenue",1,0,N/A
"February 8, 2016",Florida,Orlando,"4700 block of Spottswood Drive",1,0,N/A
"January 30, 2016",Georgia,Atlanta,"Meadowglen Village Lane",1,0,N/A
"January 25, 2016",Texas,Baytown,"4100 block of Tumbleweed",2,0,N/A
"January 25, 2016",Kentucky,"White Plains","Farmers Crossing Road",1,0,N/A
"January 22, 2016",Florida,"Delray Beach (West Delray Beach)","8000 block of Sawpine Drive",1,0,N/A
"January 20, 2016",Indiana,Charlestown,"Sycamore Drive and Cottonwood Lane",1,0,N/A
"January 17, 2016",Missouri,"Saint Louis (St Louis)","5300 block of Patton Ave",1,0,N/A
"January 16, 2016",Louisiana,"Baton Rouge","1915 Birch Street",1,0,N/A
"January 16, 2016",Texas,Houston,"5203 Dumfries Drive",1,0,N/A
"January 14, 2016",Pennsylvania,Hummelstown,"200 block of West Main Street",1,0,N/A
"January 12, 2016",Ohio,Cincinnati,"1200 block of Blanchard Avenue",1,0,N/A
"January 11, 2016",Pennsylvania,Duncannon,"11D Rebecca Drive",1,1,N/A
"January 9, 2016",Alabama,Auburn,"400 block of Webster Road",1,0,N/A
"January 9, 2016",Alabama,Mobile,"2100 block of Agate Avenue",1,0,N/A
"January 4, 2016",Tennessee,Memphis,"1400 block of Briercrest Lane",2,1,N/A
"December 31, 2015",Mississippi,"Rolling Fork","68 Frontage Road",1,0,N/A
"December 30, 2015",Georgia,Lithonia,"4500 block of Idlewood Park",1,0,N/A
"December 24, 2015",Tennessee,Nashville,"400 block of Wilclay Drive",1,0,N/A
"December 22, 2015",Wisconsin,Beloit,"212 8th Street",1,0,N/A
"December 21, 2015",Pennsylvania,Pittsburgh,"200-block of Mathilda Street",3,0,N/A
"December 21, 2015",Missouri,"Poplar Bluff","500 section of County Road 42222",1,0,N/A
"December 19, 2015",Louisiana,Thibodaux,"117 Violet St",1,0,N/A
"December 19, 2015",Mississippi,Magee,N/A,1,0,N/A
"December 18, 2015",Louisiana,Patterson,"Grandwood Drive",1,0,N/A
"December 13, 2015",Mississippi,Natchez,"Mount Carmel Road",1,0,N/A
"December 13, 2015",Missouri,"Kansas City","Interstate 435 and Winner Road",1,0,N/A
"December 12, 2015",Florida,Tampa,"4611 E Whiteway Drive",1,0,N/A
"December 10, 2015",Texas,"Universal City","300 block of Madrid",1,0,N/A
"December 5, 2015",Colorado,Englewood,"South Santa Fe Drive",1,0,N/A
"December 4, 2015",Louisiana,"Baton Rouge","2323 Spain St",1,0,N/A
"December 3, 2015",Texas,"Webb (county)","Farm to Market 2050 Rd",1,0,N/A
"November 29, 2015",Minnesota,"Itasca (county)","E. Natures Trail",1,0,N/A
"November 28, 2015",Arkansas,Jonesboro,"710 N. Caraway Road",1,0,N/A
"November 27, 2015",Florida,"West Palm Beach","1601 W 37th St",1,0,N/A
"November 24, 2015",Ohio,Toledo,"100 block of East Carleton",0,2,N/A
"November 19, 2015",Virginia,Bohannon,"The Long Ln and Myrtle Grove Ln",1,0,N/A
"November 19, 2015",Louisiana,"Saint Gabriel (Iberville)","Stassi Rd.",1,0,N/A
"November 15, 2015",Pennsylvania,York,"200 block of North Richland Avenue",1,0,N/A
"November 14, 2015",Arkansas,Lockesburg,"376 Arkansas 24",1,0,N/A
"November 12, 2015","New York",Bronx,"363 East 171st Street",1,0,N/A
"November 7, 2015",California,"Los Angeles","3500 block of Cesar Chavez Avenue",1,0,N/A
"October 23, 2015",Louisiana,Alexandria,N/A,1,0,N/A
"October 18, 2015",Illinois,Effingham,"3200 block of South Banker Street",1,0,N/A
"October 17, 2015",Ohio,Pandora,"13915 Road 3",1,0,N/A
"October 17, 2015",Idaho,Meridian,"2300 block of E. Franklin Road",1,0,N/A
"October 15, 2015","South Carolina",Anderson,"Dalrymple Road",1,0,N/A
"October 15, 2015",Nevada,"Las Vegas","3300 Bridge House Street",1,0,N/A
"October 13, 2015",Louisiana,"Baton Rouge","Hooper Road",1,0,N/A
"October 10, 2015",Maryland,Henderson,"Ell Downes Road",1,0,N/A
"October 5, 2015",Georgia,"Union City","4300 Flat Shoals Road",1,0,N/A
"October 4, 2015",California,Exeter,"Horse Meadow",1,0,N/A
"October 3, 2015",Michigan,Detroit,"14000 block of Steel Street",1,0,N/A
"October 2, 2015",Ohio,Carrollton,"8400 block of Bay Road",1,0,N/A
"October 2, 2015",Florida,Jacksonville,"Bullfinch Court",1,0,N/A
"September 26, 2015",Indiana,Evansville,"500 block of S. Linwood",1,0,N/A
"September 23, 2015",Texas,"San Antonio","1700 block of South Hamilton Street",1,0,N/A
"September 13, 2015",Colorado,"Cedaredge (Grand Mesa)",N/A,1,0,N/A
"September 12, 2015",Georgia,Forsyth,"175 Rumble Road",1,0,N/A
"September 11, 2015",Kansas,"Fort Riley",N/A,1,0,N/A
"August 24, 2015",Arizona,Buckeye,N/A,1,0,N/A
"August 24, 2015",Georgia,Ringgold,"385 Edgemond Circle",1,0,N/A
"August 20, 2015",Georgia,Thomaston,"105 Third St",1,0,N/A
"August 20, 2015",Texas,"Fort Worth (Benbrook)","5600 block of Shallow Run",1,0,N/A
"August 20, 2015","South Carolina",Charleston,"7400 block of Northside Drive",1,0,N/A
"August 13, 2015",Florida,Hollywood,"5321 NW 27th Place",1,0,N/A
"August 12, 2015",Illinois,Chicago,"700 block of North Homan",1,0,N/A
"August 10, 2015",Kentucky,Catlettsburg,"600 block of 28th Street",1,0,N/A
"August 9, 2015",Florida,"Pomona Park","110 Pine Ave",1,0,N/A
"August 6, 2015",Pennsylvania,Smicksburg,"381 Whitaker Rd",1,0,N/A
"August 6, 2015",Pennsylvania,Smicksburg,"Whitaker Road",1,0,N/A
"August 5, 2015",Tennessee,Springfield,"Clinard Road",1,0,N/A
"July 30, 2015",Kentucky,Louisville,"9700 block of Hudson Lane",1,0,N/A
"July 30, 2015",Florida,"Fort Lauderdale (Cooper City)","10000 41st Street",1,0,N/A
"July 27, 2015",Colorado,Pueblo,"2100 block of E. 14th Street",1,0,N/A
"July 26, 2015","North Carolina","Catawba (county)","2800 block of Rocky Ford Road",1,0,N/A
"July 20, 2015",Wisconsin,Cassville,"11129 Saint Charles Rd",1,0,N/A
"July 20, 2015",Texas,Fresno,"1000 block of Cove Crest Trail",1,0,N/A
"July 16, 2015",Texas,"San Antonio","5400 block of War Cloud Drive",1,0,N/A
"July 15, 2015",Ohio,Salem,"6746 Salem Township Highway 103",1,0,N/A
"July 12, 2015",Connecticut,Berlin,"65 Division Street",1,0,N/A
"June 26, 2015",Massachusetts,Billerica,"300 block of Andover Road",1,0,N/A
"June 22, 2015",Arkansas,Blytheville,"700-block of East McHaney Drive",1,0,N/A
"June 12, 2015",Illinois,Chicago,"4700 block of West Addison Street",1,0,N/A
"June 3, 2015",Ohio,Hamilton,"700 block of Fairview Avenue",1,0,N/A
"May 23, 2015",Arkansas,"Pine Bluff","1400 block of Cherry Street",1,0,N/A
"May 22, 2015",Michigan,Kalamazoo,"700 block of Dwight Street",1,0,N/A
"May 16, 2015",California,Perris,"140 block of Metz Road",1,0,N/A
"May 11, 2015",Washington,Tacoma,"9210 South Hosmer Street",1,0,N/A
"May 10, 2015",Ohio,Leavittsburg,"205 Ruth Ave",1,0,N/A
"May 3, 2015",Minnesota,Minneapolis,"4100 block of Fremont Avenue North",1,0,N/A
"May 1, 2015",California,Klamath,"100 block of Klamath Boulevard",1,0,N/A
"April 29, 2015",Georgia,Augusta,"1200 block of Holden Drive",1,0,N/A
"April 19, 2015",California,Victorville,"14400 block of Moon Valley Street",1,0,N/A
"April 14, 2015",Ohio,Neffs,"Pike Street",1,0,N/A
"April 10, 2015",Florida,"Key West","2800 block of  Venetian Drive",1,0,N/A
"April 10, 2015",Texas,Houston,"11290 Fondren",1,0,N/A
"March 29, 2015","North Carolina","Anson County","Jim Hanna Lane",1,0,N/A
"March 17, 2015",Washington,Grandview,"200 block of Avenue E",1,0,N/A
"March 17, 2015",Oklahoma,Comanche,"Highway 81",1,0,N/A
"March 13, 2015",Idaho,Caldwell,"1600 block of East Cleveland Boulevard",1,0,N/A
"March 7, 2015",Wisconsin,"Glen Flora","N7283 County Road B W",1,0,N/A
"March 6, 2015",Tennessee,Nashville,"3024 Gwynwood Drive",1,0,N/A
"March 5, 2015",Pennsylvania,Philadelphia,"2124 E Susquehanna Ave",1,0,N/A
"February 26, 2015",Texas,Garland,"3900 block of Plymouth Drive",1,0,N/A
"February 24, 2015",Iowa,Vinton,"1207 W. 4th Street",1,0,N/A
"February 21, 2015","South Dakota",Aberdeen,"38312 124th St",1,0,N/A
"February 21, 2015",Louisiana,"Baton Rouge","2014 Tennessee Street",1,0,N/A
"February 7, 2015",Texas,Dallas,"5900 block of Highland Village Dr.",1,0,N/A
"February 3, 2015",Tennessee,"Deer Lodge","Perkins Trail",1,0,N/A
"January 27, 2015",Michigan,Detroit,"15800 block of Lappin Street",1,0,N/A
"January 26, 2015",Florida,"Merritt Island","1014 Floral Lane",1,0,N/A
"January 25, 2015",Minnesota,Eagan,"1794 Silver Bell Circle",1,0,N/A
"January 18, 2015",Georgia,Baconton,N/A,1,0,N/A
"January 17, 2015","North Carolina","Hot Springs","1180 Grassy Creek Road",1,0,N/A
"January 17, 2015",Louisiana,"Baton Rouge","5800 block of South Sunset Hill Avenue",1,0,N/A
"January 15, 2015",Alabama,Irvington,"Magnolia Road",1,0,N/A
"January 1, 2015",Idaho,"Idaho Falls","900 block of South Emerson",1,0,N/A
"December 30, 2014",Florida,"West Palm Beach","2300 Caroma Lane",1,0,N/A
"December 29, 2014",Michigan,Detroit,"11200 block of Roxbury St",1,0,N/A
"December 29, 2014",Michigan,Detroit,"11200 block of Roxbury Street",1,0,N/A
"December 28, 2014",Mississippi,Tylertown,"Kirklin Road",1,0,N/A
"December 27, 2014",Iowa,Traer,"Ridge Road",1,0,N/A
"December 26, 2014","West Virginia",Cameron,"North Avenue",1,1,N/A
"December 25, 2014",Kentucky,Frankfort,"Taylor Avenue",1,0,N/A
"December 21, 2014",Nevada,"Las Vegas","3600 block of Elegant Saint Court",1,0,N/A
"December 14, 2014",Wisconsin,"Pierce County","Maiden Rock",1,0,N/A
"December 11, 2014",Illinois,Lynwood,"2700 block of Lake Park Drive",1,0,N/A
"December 7, 2014","South Carolina",Greenville,"Echols Drive",1,0,N/A
"December 6, 2014",Michigan,"Jackson County","500 block of Big Rock Street",1,0,N/A
"December 4, 2014",Georgia,Savannah,"600 block of W. 54th Street",1,0,N/A
"December 4, 2014",Indiana,Kokomo,"4500 block of West 1300 South Galveston",1,0,N/A
"December 4, 2014",Texas,Arlington,"1200 block of Golden View Court",1,0,N/A
"December 1, 2014",Colorado,Yuma,"S. Albany Street",1,0,N/A
"November 29, 2014","South Carolina","Myrtle Beach","10177 N Kings Hwy",1,0,N/A
"November 28, 2014",Texas,Childress,N/A,1,0,N/A
"November 24, 2014",Texas,Atlanta,"400 block of East Thomas Street",1,0,N/A
"November 23, 2014",Utah,Kaysville,"1200 Cooper Street",1,0,N/A
"November 19, 2014","New Mexico",Albuquerque,"Central and 57th Street",1,0,N/A
"November 16, 2014",Colorado,Clifton,"3200 block of E Rood Circle",1,0,N/A
"November 13, 2014",Minnesota,Wadena,"39573 615th Ave",1,0,N/A
"November 8, 2014","North Dakota",Butte,"ND 53",1,0,N/A
"November 7, 2014",Michigan,Lansing,"Ada Street",1,0,N/A
"November 1, 2014",Georgia,Tifton,"Tift Avenue North",1,0,N/A
"October 29, 2014",Florida,Belleview,"121st Place",1,0,N/A
"October 26, 2014",Indiana,Evansville,"2900 block of Fulton Avenue",1,0,N/A
"October 19, 2014",Texas,"Corpus Christi","3800 block of Reynosa Street",1,0,N/A
"October 17, 2014","North Carolina",Catawba,"Hudson Chapel Road",1,0,N/A
"October 17, 2014","New York",Medina,"5000 block of Salt Works Rd",1,0,N/A
"October 1, 2014","South Carolina",Lexington,"Armwood Court",1,0,N/A
"September 26, 2014",Texas,Houston,"Force and Crown",1,0,N/A
"September 25, 2014",Wisconsin,Poynette,"W10511 Tipperary Rd",1,0,N/A
"September 21, 2014",Michigan,"Drummond Island (Drummond)","Glen Cove Rd",1,0,N/A
"September 20, 2014",Tennessee,Cordova,"9700 block of Woodland Edge Lane",1,0,N/A
"September 11, 2014",Louisiana,Alexandria,"600 block of Richmond Drive",1,0,N/A
"August 18, 2014",Kentucky,Brooksville,"Belmont Road",1,0,N/A
"August 16, 2014",Oklahoma,"Mcalester (Bache)","2701 N Spruce",1,0,N/A
"August 14, 2014",Texas,"San Antonio","4600 East Houston St.",1,0,N/A
"August 14, 2014",Oklahoma,"Midwest City","200 block of N. Shadybrook Dr.",1,0,N/A
"August 5, 2014",Connecticut,Killingly,"Kenneth Drive",1,0,N/A
"August 5, 2014",Georgia,Macon,"308 Bobby Jones Street",1,0,N/A
"August 3, 2014",Florida,"Homestead (Florida City)","425 NW 13th Street",1,0,N/A
"August 3, 2014",Michigan,Wyoming,"28th Street SW",1,0,N/A
"August 2, 2014",Florida,"Palm Beach Gardens","Pinella Circle",1,0,N/A
"July 5, 2014",Texas,Houston,"11400 block of Panay",1,0,N/A
"July 3, 2014",Texas,Dallas,N/A,1,0,N/A
"July 2, 2014",Arizona,Phoenix,"363rd and Durango",1,0,N/A
"June 30, 2014",Texas,Houston,"6301 Ranchester",1,0,N/A
"June 29, 2014",Ohio,Cincinnati,"5500 block of Marie Avenue",1,0,N/A
"June 24, 2014",Washington,"Shelton (Skokomish)","100 block of N Twana Ct",1,0,N/A
"June 22, 2014",Texas,Austin,"4500 Lareina Dr.",1,0,N/A
"June 16, 2014",California,"Santa Cruz","238 Center St",1,0,N/A
"June 11, 2014",Florida,Miami,"1400 block of Northwest 3rd Street",1,0,N/A
"June 10, 2014",Louisiana,"Baton Rouge","N. 48thStreet",1,0,N/A
"June 5, 2014",Louisiana,Larose,"100 block of East 23rd Street",1,0,N/A
"June 5, 2014",Utah,"Salt Lake City (Cottonwood Heights)","6825 S. Pinerock Drive",1,0,N/A
"June 3, 2014",Ohio,Columbus,"1100 block of Oaks Boulevard",1,0,N/A
"May 22, 2014",Georgia,"Madison County","Broad River",1,0,N/A
"April 28, 2014","North Carolina",Durham,"Macon Street and Washington ",1,0,N/A
"April 4, 2014",Georgia,Waycross," 4900 Jana Lane",1,0,N/A
"April 4, 2014",Georgia,Savannah,"1400 Church Street ",1,0,N/A
"April 3, 2014",Oklahoma,Bokoshe,"Buck Creek Road",1,0,N/A
"March 22, 2014",Pennsylvania,Pittsburgh,"Zara Street",1,0,N/A
"March 19, 2014",Louisiana,"New Orleans","3600 block of Kimi O'Gray Avenue",1,0,N/A
"March 13, 2014",Texas,Emory,"County Road 2130",1,0,N/A
"March 11, 2014",Indiana,Greensburg,"1000 block of North Carver Street",1,0,N/A
"March 1, 2014",Illinois,"Rock Falls","28615 Rock Ridge Dr",1,0,N/A
"March 1, 2014",Texas,Houston,"12800 block of Gotham",1,0,N/A
"February 28, 2014",Louisiana,Shreveport,"3100 block of Woodford Street",1,0,N/A
"February 25, 2014",Tennessee,Memphis,"600 block of Hillcrest Street",1,0,N/A
"February 22, 2014",Tennessee,Memphis,"Weaver Road and Canary Lane",1,0,N/A
"February 15, 2014",Georgia,"Cartersville (Euharlee)","937 Euharlee Rd SW",1,0,N/A
"February 11, 2014",Wisconsin,Boscobel,"43105 Whippoorwill Ln",1,0,N/A
"February 9, 2014","South Carolina",Eutawville,"Yearling Drive",1,0,N/A
"February 7, 2014",Massachusetts,Boston,"617 Morton St.",1,0,N/A
"February 6, 2014",Washington,Puyallup,"500 block of 11th Street",1,0,N/A
"January 28, 2014",Tennessee,Hermitage,"345 Burning Tree Dr",1,0,N/A
"January 25, 2014",Texas,Kilgore,"1100 block of highway 31",1,0,N/A
"January 20, 2014",Alabama,Decatur,"3100 block of Cotton Place",1,0,N/A
"January 2, 2014",Pennsylvania,Dunbar,"200 block of Hustosky Road",1,0,N/A
"January 1, 2014",Mississippi,"Bogue Chitto","1347 Brumfield Rd SW",1,0,N/A
