month,state,permit,permit_recheck,handgun,long_gun,other,multiple,admin,prepawn_handgun,prepawn_long_gun,prepawn_other,redemption_handgun,redemption_long_gun,redemption_other,returned_handgun,returned_long_gun,returned_other,rentals_handgun,rentals_long_gun,private_sale_handgun,private_sale_long_gun,private_sale_other,return_to_seller_handgun,return_to_seller_long_gun,return_to_seller_other,totals
2018-03,Alabama,29286,0,10050,7695,469,418,0,19,19,0,1417,1174,4,0,0,0,0,0,32,25,1,1,0,0,50610
2018-03,Alaska,261,5,3080,3276,458,214,0,7,2,0,223,182,0,25,14,0,0,0,24,25,4,0,0,0,7800
2018-03,Arizona,7782,510,16991,10611,1984,923,0,8,8,1,1625,873,8,155,7,0,0,0,35,23,3,1,3,0,41551
2018-03,Arkansas,4007,727,8523,7017,551,515,51,14,14,1,1280,1747,2,0,0,0,0,0,21,14,4,2,2,0,24492
2018-03,California,50714,0,47425,32189,4802,0,0,0,0,0,675,405,18,0,0,0,0,0,0,0,0,0,0,0,136228
2018-03,Colorado,14922,0,24811,17741,2381,1640,0,0,0,0,0,0,0,298,46,0,0,0,0,0,0,0,0,0,61839
2018-03,Connecticut,7081,461,6906,2977,665,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18091
2018-03,Delaware,669,0,2385,2282,527,182,0,0,1,3,21,24,6,58,0,0,0,0,85,45,7,2,1,0,6298
2018-03,District of Columbia,284,0,93,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381
2018-03,Florida,27957,0,64230,30487,6732,2808,1,10,2,2,3694,1461,10,501,62,1,0,0,24,15,0,0,0,0,137997
2018-03,Georgia,31261,0,19849,10901,959,819,1,20,17,1,2222,1618,14,0,0,0,0,0,64,37,6,0,2,0,67791
2018-03,Guam,0,0,78,50,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146
2018-03,Hawaii,1417,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1420
2018-03,Idaho,11108,14,5386,5788,611,286,0,4,11,1,434,617,0,45,4,0,0,0,12,19,2,0,0,0,24342
2018-03,Illinois,24775,196253,32326,17008,0,1352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271714
2018-03,Indiana,70713,0,28224,16982,2950,1166,65,8,12,4,442,578,35,26,1,0,0,0,82,60,23,1,3,1,121376
2018-03,Iowa,14986,2747,177,3585,73,3,1,0,1,0,2,68,0,31,8,0,0,0,0,15,0,0,0,0,21697
2018-03,Kansas,817,7,8400,6921,965,470,1,3,7,1,676,432,13,23,7,1,0,0,18,8,2,0,0,0,18772
2018-03,Kentucky,390708,0,14642,10303,818,727,5,26,34,1,2004,1884,2,12,8,0,0,0,31,33,6,0,2,1,421247
2018-03,Louisiana,4451,0,13831,8906,1336,747,0,13,10,0,1197,950,4,0,0,0,0,0,31,36,6,1,0,0,31519
2018-03,Maine,892,0,4640,3947,655,247,1,0,2,0,100,128,1,19,5,0,0,0,25,10,8,3,1,0,10684
2018-03,Mariana Islands,0,0,14,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
2018-03,Maryland,3653,0,6360,7182,206,54,0,3,1,0,98,160,4,64,24,0,0,0,0,27,5,0,0,0,17841
2018-03,Massachusetts,10734,0,6636,3974,640,216,0,0,0,1,4,5,0,4,0,0,0,0,53,38,18,2,1,0,22326
2018-03,Michigan,27407,9,17166,12721,1305,332,0,1,5,1,11,307,5,97,10,0,0,0,72,125,10,3,2,0,59589
2018-03,Minnesota,51098,0,7583,11538,1040,373,0,1,2,2,155,395,4,21,8,0,0,0,25,20,2,0,1,0,72268
2018-03,Mississippi,3776,0,12054,7132,608,507,0,20,12,2,1770,1457,3,0,0,0,0,0,26,16,2,1,1,0,27387
2018-03,Missouri,1186,0,27559,21245,3069,1566,0,17,7,5,1574,1354,7,210,27,17,0,0,123,86,19,2,2,1,58076
2018-03,Montana,1845,0,3992,5369,420,332,6,4,5,1,508,855,2,24,4,4,0,0,11,15,0,0,5,0,13402
2018-03,Nebraska,6293,31,162,2411,50,9,0,0,2,0,10,55,2,11,3,0,0,0,0,9,0,0,0,0,9048
2018-03,Nevada,2825,0,6427,3625,531,348,0,0,0,0,375,190,1,0,0,0,0,0,0,0,0,0,0,0,14322
2018-03,New Hampshire,2301,0,7132,4245,370,9,19,0,0,0,0,11,1,66,12,2,0,0,0,16,0,0,0,0,14184
2018-03,New Jersey,0,0,5178,4758,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10195
2018-03,New Mexico,1467,0,8110,6046,837,560,1,5,4,1,554,695,0,45,0,0,0,0,22,9,1,0,0,0,18357
2018-03,New York,3089,1294,11578,17006,2533,305,0,0,3,3,85,49,10,31,59,3,4,3,473,457,40,12,13,0,37050
2018-03,North Carolina,37263,0,1808,16114,1705,284,0,11,19,4,2273,2360,23,0,0,0,7,8,9,51,6,1,4,0,61950
2018-03,North Dakota,775,0,2195,3201,224,128,9,2,2,0,94,140,4,0,0,0,0,0,8,18,3,0,0,0,6803
2018-03,Ohio,21984,434,36314,24477,3483,1830,0,16,17,2,1478,970,8,67,14,0,0,0,102,39,9,2,1,0,91247
2018-03,Oklahoma,8,0,15682,12018,2117,1229,2,25,13,0,2040,1969,20,0,0,0,0,0,93,77,16,2,5,1,35317
2018-03,Oregon,6514,14,19409,15464,0,11,0,0,0,0,0,0,0,143,55,6,0,0,0,0,0,0,0,0,41616
2018-03,Pennsylvania,34317,0,67756,19867,53,0,340,0,0,0,0,0,0,588,110,0,0,0,0,0,0,0,0,0,123031
2018-03,Puerto Rico,0,0,1718,182,131,30,0,0,1,0,6,2,0,0,0,0,0,0,0,1,0,1,0,0,2072
2018-03,Rhode Island,0,0,1544,1261,327,327,0,0,0,1,3,4,0,10,3,22,0,0,13,9,2,2,0,0,3528
2018-03,South Carolina,4113,177,13772,7673,1113,500,1,11,4,0,1153,774,2,80,13,2,0,0,19,16,4,0,0,0,29427
2018-03,South Dakota,1264,0,3523,4408,348,218,2,2,1,0,130,212,2,0,0,0,0,0,9,14,2,0,0,0,10135
2018-03,Tennessee,17501,0,32501,19418,1997,0,0,0,0,0,0,0,0,26,6,9,0,0,0,0,0,0,0,0,71458
2018-03,Texas,37551,0,60134,38853,5634,3340,2558,97,52,3,7587,5009,42,65,8,0,0,0,147,96,15,3,6,0,161200
2018-03,Utah,21478,30,5277,5296,601,0,0,4,4,1,332,389,1,153,54,29,0,0,0,0,0,0,0,0,33649
2018-03,Vermont,0,0,2818,2713,440,186,2,0,0,0,3,5,3,0,0,0,0,0,2,3,2,0,0,0,6177
2018-03,Virgin Islands,158,0,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195
2018-03,Virginia,1120,7,30568,19180,4820,0,0,0,0,0,0,0,0,58,11,1,0,0,0,0,0,0,0,0,55765
2018-03,Washington,18818,84,22041,15774,3491,845,1,15,19,5,1449,1292,12,563,136,17,0,0,998,913,91,4,19,0,66587
2018-03,West Virginia,18251,0,9955,8325,701,604,6,18,22,0,1228,1469,9,16,0,3,0,0,56,34,3,0,1,0,40701
2018-03,Wisconsin,15625,0,19901,18290,1936,61,0,0,1,12,154,318,13,97,28,3,0,0,0,43,0,0,0,0,56482
2018-03,Wyoming,602,3,2502,2536,252,161,8,2,4,1,179,198,4,1,0,0,0,0,5,16,1,1,0,0,6476
2018-02,Alabama,24547,0,9220,7172,353,490,0,15,15,0,1778,1502,4,0,0,0,0,0,29,39,4,0,1,2,45171
2018-02,Alaska,214,0,2279,1948,268,166,0,2,1,0,259,191,0,17,19,0,0,0,17,5,6,0,0,0,5392
2018-02,Arizona,6513,435,14966,9058,1341,934,0,15,15,1,1863,961,9,119,6,0,0,0,20,18,5,0,2,0,36281
2018-02,Arkansas,4341,970,7671,6405,338,614,48,18,18,0,1666,2114,3,0,0,0,0,0,24,33,3,0,0,0,24266
2018-02,California,39165,0,38531,24768,3940,0,0,0,0,0,667,545,33,0,0,0,0,0,0,0,0,0,0,0,107649
2018-02,Colorado,9321,0,20604,13985,1701,1332,0,0,0,0,0,0,0,220,49,9,0,0,0,0,0,0,0,0,47221
2018-02,Connecticut,6597,371,5918,2269,462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15617
2018-02,Delaware,672,0,1852,1579,187,107,0,2,2,0,31,30,2,90,0,0,0,0,60,35,2,0,0,0,4651
2018-02,District of Columbia,151,0,62,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217
2018-02,Florida,21971,0,57435,26441,4590,2539,8,15,6,0,4410,1677,7,346,74,0,0,0,27,13,2,0,0,0,119561
2018-02,Georgia,24308,0,17618,9410,616,900,0,24,21,2,2876,1940,19,0,0,0,0,0,67,31,3,1,2,0,57838
2018-02,Guam,0,0,94,33,12,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,146
2018-02,Hawaii,1069,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,1074
2018-02,Idaho,9910,7,4196,4300,396,269,0,4,12,0,498,700,2,23,13,0,0,0,13,16,0,0,0,0,20359
2018-02,Illinois,21425,124056,25626,12938,0,1243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185288
2018-02,Indiana,39795,0,24019,13516,2056,1018,23,8,12,2,569,761,12,32,0,1,0,0,43,25,8,2,1,1,81904
2018-02,Iowa,12031,2441,156,2587,46,8,7,0,2,0,3,69,0,23,4,0,0,0,1,8,1,0,0,0,17387
2018-02,Kansas,1990,4,7467,5818,638,528,0,5,9,2,972,522,6,13,7,2,0,0,12,19,2,0,0,0,18016
2018-02,Kentucky,387471,0,13917,9302,532,1001,4,30,18,0,2562,2497,4,12,3,0,0,0,23,36,5,0,1,0,417418
2018-02,Louisiana,2148,0,11907,7865,902,785,0,14,22,1,1557,1175,3,0,0,0,0,0,25,38,6,0,1,0,26449
2018-02,Maine,596,0,3556,2797,300,222,1,0,2,0,138,160,2,14,8,0,0,0,13,5,0,1,1,0,7816
2018-02,Mariana Islands,0,0,8,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
2018-02,Maryland,2691,0,4424,5496,149,56,0,4,1,0,78,229,1,70,23,0,0,0,0,18,2,0,3,0,13245
2018-02,Massachusetts,7360,0,5271,3035,459,209,5,0,0,0,10,7,0,0,1,0,0,0,59,29,16,1,1,0,16463
2018-02,Michigan,20478,3,12934,9602,768,285,0,3,10,1,21,351,0,121,21,0,0,0,34,73,1,0,0,0,44706
2018-02,Minnesota,35973,0,5034,7148,597,242,0,0,2,0,166,419,0,11,8,1,0,0,16,17,2,0,0,0,49636
2018-02,Mississippi,2568,0,11031,6516,359,580,1,32,14,0,2304,1746,2,0,0,0,0,0,15,12,1,1,0,0,25182
2018-02,Missouri,744,0,23601,17167,1927,1567,0,14,18,2,2143,1744,9,206,21,14,0,0,93,96,13,1,1,0,49381
2018-02,Montana,1474,0,2834,3401,258,355,12,1,5,0,556,982,0,54,19,1,0,0,13,11,3,1,3,0,9983
2018-02,Nebraska,5289,53,122,1973,32,6,0,0,0,0,3,83,0,11,3,0,0,0,0,10,0,0,0,0,7585
2018-02,Nevada,2823,0,5510,2898,335,267,0,0,0,0,408,166,0,0,0,0,0,0,0,0,0,0,0,0,12407
2018-02,New Hampshire,2346,0,5778,3076,176,5,5,0,1,0,0,13,0,76,1,5,0,0,0,4,0,0,0,0,11486
2018-02,New Jersey,0,0,4613,3646,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8459
2018-02,New Mexico,1170,0,7244,4985,545,434,0,10,10,1,666,760,2,38,0,0,0,0,13,10,2,0,0,1,15891
2018-02,New York,2670,1610,10345,13742,1603,197,0,1,4,2,60,29,8,27,55,2,2,3,408,321,30,7,3,0,31129
2018-02,North Carolina,30480,0,1642,13498,1104,456,0,22,20,3,2987,2802,9,0,0,0,10,3,10,29,6,0,0,1,53082
2018-02,North Dakota,710,0,1713,2220,149,74,8,2,4,0,70,138,0,0,0,0,0,0,11,16,1,0,0,0,5116
2018-02,Ohio,15308,170,30691,19698,2193,1799,0,11,12,2,2014,1178,5,54,12,0,0,0,47,38,6,1,1,0,73240
2018-02,Oklahoma,0,0,13836,10146,1508,1304,0,17,29,0,2568,2175,7,0,0,0,0,0,73,74,20,3,3,0,31763
2018-02,Oregon,5200,4,15672,11370,0,11,1,0,0,0,0,0,0,92,47,0,0,0,0,0,0,0,0,0,32397
2018-02,Pennsylvania,30952,0,51425,14849,34,0,224,0,0,0,0,0,0,497,93,1,0,0,0,0,0,0,0,0,98075
2018-02,Puerto Rico,0,0,1738,152,139,33,0,2,0,0,10,1,0,0,0,0,0,0,0,0,0,1,0,0,2076
2018-02,Rhode Island,0,0,1272,886,220,209,0,0,0,0,7,3,0,3,1,15,0,0,19,10,0,0,0,1,2646
2018-02,South Carolina,5080,334,12843,6512,862,536,0,21,12,1,1498,937,2,150,135,0,0,0,29,15,0,1,0,0,28968
2018-02,South Dakota,835,0,2844,3476,232,203,0,1,1,1,219,255,1,0,0,0,0,0,3,13,2,0,0,0,8086
2018-02,Tennessee,16709,0,31159,16929,1818,0,0,0,0,0,0,0,0,37,7,8,0,0,0,0,0,0,0,0,66667
2018-02,Texas,36801,0,55634,35889,4158,3712,3496,91,44,8,9789,5971,47,61,5,0,0,0,124,92,16,2,2,0,155942
2018-02,Utah,12863,91,4175,4055,425,0,0,2,1,0,350,478,0,125,38,29,0,0,0,0,0,0,0,0,22632
2018-02,Vermont,0,0,1876,1708,160,108,4,0,0,0,3,2,1,0,0,0,0,0,4,4,0,0,0,0,3870
2018-02,Virgin Islands,3,0,30,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
2018-02,Virginia,1474,2,26596,15770,3483,0,0,0,0,0,0,0,0,45,14,1,0,0,0,0,0,0,0,0,47385
2018-02,Washington,15794,109,17287,11842,2605,845,2,11,12,2,1729,1391,7,423,129,9,0,0,940,708,53,8,9,0,53915
2018-02,West Virginia,3739,0,8193,6582,424,702,3,17,27,0,1581,1976,2,6,0,0,0,0,60,29,3,0,0,0,23344
2018-02,Wisconsin,14483,0,15379,11979,1187,73,0,0,1,7,184,328,9,87,37,2,0,0,0,21,0,0,0,0,43777
2018-02,Wyoming,504,15,1851,1916,142,122,13,3,9,0,192,272,1,0,0,0,0,0,8,7,1,0,1,0,5057
2018-01,Alabama,23930,0,5692,6199,276,288,0,12,12,0,1050,954,1,0,0,0,0,0,22,34,3,2,1,1,38477
2018-01,Alaska,207,6,1844,1621,249,137,0,0,0,0,170,124,0,18,15,0,0,0,13,20,5,0,0,0,4429
2018-01,Arizona,5686,413,11659,6992,1074,531,0,10,5,2,1357,679,4,154,7,0,0,0,30,14,9,0,1,0,28627
2018-01,Arkansas,4162,555,4935,5061,232,323,37,7,6,0,955,1181,2,0,0,0,0,0,13,13,1,0,0,0,17483
2018-01,California,55292,0,37335,22919,3495,0,0,0,0,0,496,366,7,0,0,0,0,0,0,0,0,0,0,0,119910
2018-01,Colorado,9683,0,17498,12153,1307,1070,0,0,0,0,0,0,0,235,42,1,0,0,0,0,0,0,0,0,41989
2018-01,Connecticut,6015,503,5044,1829,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13775
2018-01,Delaware,639,0,1422,1224,91,60,0,0,0,0,28,24,2,86,0,0,0,0,61,41,3,2,1,0,3684
2018-01,District of Columbia,206,0,72,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283
2018-01,Florida,19683,0,48377,20690,3299,1737,10,13,4,0,2866,1096,2,373,47,2,0,0,33,11,0,0,0,0,98243
2018-01,Georgia,23676,0,10836,7309,477,441,0,17,13,0,1671,1087,7,0,0,0,0,0,35,18,3,0,1,0,45591
2018-01,Guam,0,0,74,43,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135
2018-01,Hawaii,1182,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1185
2018-01,Idaho,7505,5,3001,3270,312,163,1,8,7,1,300,395,0,44,18,1,0,0,12,15,1,0,1,0,15060
2018-01,Illinois,18881,118688,21821,9850,0,767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170007
2018-01,Indiana,52908,0,17558,10258,1456,691,21,7,8,4,356,396,7,17,1,0,0,0,45,31,3,1,1,0,83769
2018-01,Iowa,13276,4157,119,2004,59,3,6,0,0,0,1,50,0,38,16,2,0,0,1,13,0,0,0,0,19745
2018-01,Kansas,1930,0,5249,4814,537,293,1,4,6,1,585,306,8,19,5,0,0,0,11,12,1,0,0,0,13782
2018-01,Kentucky,384989,0,8202,5736,323,394,0,16,14,0,1448,1185,0,18,6,0,0,0,17,25,2,1,0,0,402376
2018-01,Louisiana,1582,0,8500,7747,747,411,0,8,4,1,959,727,3,0,0,0,0,0,23,25,3,1,2,1,20744
2018-01,Maine,704,0,2585,1926,230,152,0,1,0,0,112,107,1,11,11,0,0,0,7,2,0,0,1,0,5850
2018-01,Mariana Islands,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2018-01,Maryland,3026,0,4632,4405,155,30,0,0,3,1,66,139,2,53,31,0,0,0,0,16,1,3,1,0,12564
2018-01,Massachusetts,8426,0,4554,2468,421,128,0,0,0,0,8,2,0,0,0,0,0,0,49,51,11,1,1,0,16120
2018-01,Michigan,19922,8,8499,6395,532,162,0,1,3,1,4,207,1,83,19,0,0,0,21,32,4,0,1,0,35895
2018-01,Minnesota,40076,0,4279,4952,484,193,0,3,2,0,159,281,2,17,8,1,0,0,6,12,2,0,1,0,50478
2018-01,Mississippi,2146,0,6247,5310,306,269,0,27,15,0,1276,1022,3,0,0,0,0,0,8,9,3,1,0,0,16642
2018-01,Missouri,742,0,17240,12403,1364,821,0,6,8,2,1363,861,8,181,21,10,0,0,90,71,7,4,1,1,35204
2018-01,Montana,1278,0,1930,2749,180,200,10,4,4,0,403,649,0,17,3,0,0,0,3,16,0,0,2,0,7448
2018-01,Nebraska,4602,109,106,1717,31,3,0,0,0,0,7,48,1,11,2,0,0,0,0,8,0,0,0,0,6645
2018-01,Nevada,2461,0,4280,2217,303,237,0,0,0,0,318,136,0,0,0,0,0,0,0,0,0,0,0,0,9952
2018-01,New Hampshire,1914,0,4277,2352,138,2,5,0,0,0,0,8,0,53,0,1,0,0,0,8,0,0,0,0,8758
2018-01,New Jersey,0,0,4309,3491,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010
2018-01,New Mexico,1209,0,4995,3801,462,255,1,10,6,0,466,508,2,47,0,0,0,0,7,12,2,0,0,0,11783
2018-01,New York,2977,1621,9091,10156,1126,163,0,2,0,1,62,38,5,36,50,2,11,2,407,301,16,2,10,0,26079
2018-01,North Carolina,27638,0,1271,9931,855,193,0,19,13,0,1853,1600,6,0,0,0,7,7,7,32,4,0,3,0,43439
2018-01,North Dakota,789,0,1331,1914,130,67,3,0,1,0,48,77,2,0,0,0,0,0,9,14,1,1,0,1,4388
2018-01,Ohio,13183,563,21340,12521,1704,898,0,14,6,1,1119,598,8,45,9,0,0,0,40,25,3,1,1,0,52079
2018-01,Oklahoma,0,0,9971,8351,1072,810,0,14,20,1,1705,1383,7,0,0,0,0,0,65,49,9,2,1,0,23460
2018-01,Oregon,5158,17,12689,8976,0,4,2,0,0,0,0,0,0,126,65,0,0,0,0,0,0,0,0,0,27037
2018-01,Pennsylvania,29797,0,37308,10242,27,0,306,0,0,0,0,0,0,645,102,1,0,0,0,0,0,0,0,0,78428
2018-01,Puerto Rico,0,0,1693,168,101,33,0,4,2,0,12,4,0,0,0,0,0,0,3,0,0,1,1,0,2022
2018-01,Rhode Island,0,0,1010,618,64,147,0,0,0,0,2,1,0,4,1,10,0,0,18,4,0,2,1,0,1882
2018-01,South Carolina,6304,404,7896,5151,667,302,0,8,5,0,941,515,2,69,4,3,0,0,29,8,1,0,2,0,22311
2018-01,South Dakota,872,0,2217,2799,191,134,0,2,2,0,139,184,3,0,0,0,0,0,3,7,2,1,0,0,6556
2018-01,Tennessee,20657,0,21023,12372,1125,0,1,0,0,0,0,0,0,54,5,14,0,0,0,0,0,0,0,0,55251
2018-01,Texas,36042,0,40443,29960,3400,2103,1109,56,32,3,5882,3729,34,53,4,0,0,0,110,68,9,3,2,0,123042
2018-01,Utah,13727,40,3181,3135,316,0,0,1,3,0,252,294,2,165,37,34,0,0,0,0,0,0,0,0,21187
2018-01,Vermont,0,0,1116,1000,105,39,2,0,1,0,1,0,1,0,0,0,0,0,1,2,0,0,0,0,2268
2018-01,Virgin Islands,90,0,40,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137
2018-01,Virginia,1109,2,19443,12248,2374,0,0,0,0,0,0,0,0,25,5,0,0,0,0,0,0,0,0,0,35206
2018-01,Washington,18112,76,16327,9811,2170,623,3,16,14,5,1127,878,16,483,113,7,0,0,919,666,51,6,9,0,51432
2018-01,West Virginia,2838,0,5128,4452,316,308,23,24,23,0,943,982,1,6,0,1,0,0,25,28,2,0,1,1,15102
2018-01,Wisconsin,16462,0,10484,8337,945,49,0,0,4,9,135,176,5,120,29,1,0,0,0,35,0,0,0,0,36791
2018-01,Wyoming,384,11,1460,1534,138,91,4,1,4,0,135,184,1,0,0,0,0,0,11,9,0,1,3,0,3971
2017-12,Alabama,24496,0,12895,15765,390,513,0,16,12,0,1195,1189,4,0,0,0,0,0,37,29,4,0,0,0,56545
2017-12,Alaska,249,3,3675,3524,287,174,0,4,6,0,172,123,0,36,30,0,0,0,16,27,4,0,0,0,8330
2017-12,Arizona,6243,415,17566,12840,1414,784,0,14,7,2,1362,721,7,107,5,0,0,0,41,25,3,1,1,1,41559
2017-12,Arkansas,3339,590,9189,13104,347,440,40,8,10,0,1049,1380,4,0,0,0,0,0,23,32,4,0,0,0,29559
2017-12,California,53885,0,47613,35240,4885,0,0,0,0,0,497,364,8,0,0,0,0,0,0,0,0,0,0,0,142492
2017-12,Colorado,8736,0,26649,21168,1736,1285,0,0,0,0,0,0,0,183,42,1,0,0,0,0,0,0,0,0,59800
2017-12,Connecticut,5424,325,6646,2630,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15455
2017-12,Delaware,360,0,2295,2473,126,106,0,0,2,0,24,13,8,22,0,0,0,0,78,35,1,1,0,0,5544
2017-12,District of Columbia,139,0,60,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204
2017-12,Florida,20978,0,68075,37127,4067,2495,0,14,7,0,2997,1194,11,308,37,2,0,0,27,16,0,0,0,0,137355
2017-12,Georgia,18503,0,21017,20162,677,736,0,20,22,3,1918,1292,13,0,0,0,0,0,67,55,3,0,3,0,64491
2017-12,Guam,0,0,90,68,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181
2017-12,Hawaii,1118,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1119
2017-12,Idaho,4975,1,5911,7393,360,262,0,2,2,0,333,446,0,23,16,2,0,0,11,11,1,0,1,0,19750
2017-12,Illinois,18020,101712,27956,15126,0,942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163756
2017-12,Indiana,41805,0,26719,19906,1839,939,29,11,15,3,390,485,17,6,0,0,0,0,56,30,6,2,2,1,92261
2017-12,Iowa,10375,3805,231,4678,48,7,1,0,0,0,0,57,0,23,3,1,0,0,2,5,0,0,0,0,19236
2017-12,Kansas,1581,2,9164,10222,597,459,0,5,6,3,647,385,8,15,4,1,0,0,14,16,2,2,0,0,23133
2017-12,Kentucky,380648,0,16727,16102,502,654,8,18,19,0,1636,1434,2,11,9,0,0,0,37,29,2,1,2,0,417841
2017-12,Louisiana,1608,0,15819,20448,981,811,0,7,12,0,1054,912,3,0,0,0,0,0,33,43,2,1,1,0,41735
2017-12,Maine,443,0,3873,4336,289,189,1,0,1,0,105,85,4,9,8,0,0,0,14,6,0,0,1,0,9364
2017-12,Mariana Islands,0,0,10,8,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
2017-12,Maryland,2761,0,4611,8110,253,26,0,2,2,0,65,126,1,45,29,0,0,0,0,26,2,1,0,2,16062
2017-12,Massachusetts,7619,0,5954,3448,432,190,112,0,0,2,9,7,0,0,0,0,0,0,88,65,11,2,2,0,17941
2017-12,Michigan,17058,32,13425,13836,641,234,2,0,3,1,3,219,2,74,10,0,0,0,21,15,1,1,0,0,45578
2017-12,Minnesota,33548,0,5940,10334,596,238,0,0,0,0,138,287,1,16,9,3,0,0,16,17,0,0,0,0,51143
2017-12,Mississippi,1977,0,12946,16470,418,558,0,35,24,0,1626,1405,1,0,0,0,0,0,33,33,1,1,0,0,35528
2017-12,Missouri,841,0,28561,27288,2007,1273,0,14,5,2,1501,968,13,135,25,10,0,0,84,63,13,2,3,2,62810
2017-12,Montana,1127,0,4154,6060,249,248,4,4,6,0,420,667,0,11,3,1,0,0,7,13,2,3,0,0,12979
2017-12,Nebraska,4660,203,197,3773,32,4,0,0,1,0,6,61,2,7,3,0,0,0,0,4,0,0,0,0,8953
2017-12,Nevada,1994,0,6236,4188,386,349,0,0,0,0,333,139,0,1,0,0,0,0,0,0,0,0,0,0,13626
2017-12,New Hampshire,2099,0,5977,3690,155,5,19,0,1,0,0,9,0,69,5,0,0,0,0,6,0,0,0,0,12035
2017-12,New Jersey,0,0,4039,5089,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9341
2017-12,New Mexico,945,0,8205,7494,556,378,0,7,10,0,443,519,1,45,0,0,0,0,16,15,1,0,0,0,18635
2017-12,New York,2757,1222,10187,19662,1329,226,0,2,2,0,71,37,3,26,50,0,2,2,429,300,20,12,8,0,36347
2017-12,North Carolina,24036,0,2452,25060,1062,264,0,17,24,4,2169,2014,3,0,0,0,4,5,12,70,11,0,2,0,57209
2017-12,North Dakota,793,0,2019,3285,104,88,2,3,2,0,61,106,2,0,0,0,0,0,8,52,1,0,0,2,6528
2017-12,Ohio,10932,474,34374,27651,1773,1431,0,14,3,1,1260,670,7,41,1,0,0,0,50,36,3,2,1,2,78726
2017-12,Oklahoma,0,0,17164,18071,1365,1168,0,35,23,1,1817,1444,7,0,0,0,0,0,66,71,10,0,2,1,41245
2017-12,Oregon,4602,10,18409,15342,0,1,0,0,0,0,0,0,0,133,40,0,0,0,0,0,0,0,0,0,38537
2017-12,Pennsylvania,29194,0,57826,19809,59,0,203,0,0,0,0,0,0,497,141,1,0,0,0,0,0,0,0,0,107730
2017-12,Puerto Rico,0,0,2291,305,114,40,0,4,1,1,5,4,1,0,0,0,0,0,0,0,0,1,0,0,2767
2017-12,Rhode Island,0,0,1169,790,94,183,0,0,0,0,1,2,0,0,0,9,0,0,15,4,0,1,1,0,2269
2017-12,South Carolina,6004,427,14549,14083,900,528,0,11,2,2,1017,627,3,52,4,1,0,0,32,16,2,0,0,0,38260
2017-12,South Dakota,818,0,3537,5348,230,230,0,1,0,0,150,171,1,0,0,0,0,0,9,10,2,0,0,0,10507
2017-12,Tennessee,19260,0,37860,28825,1984,0,1,0,0,0,0,0,0,42,8,3,0,0,0,0,0,0,0,0,87983
2017-12,Texas,24815,0,70767,66779,4312,3488,0,62,42,8,6325,4276,41,37,7,1,0,0,127,131,14,0,2,2,181236
2017-12,Utah,10954,24,6429,8577,398,0,0,0,2,1,260,298,0,150,97,30,0,0,0,0,0,0,0,0,27220
